リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
23,24,60,60,23,23,60,37,23,24.3,60,60,23,23.3,60,60,23,24.2,60,60,23,23.9,60,60,23,22.7,60,60,25,24.8,60,0,25,25.3,60,0
23,23.9,60,60,23,22.6,60,58,23,24.3,60,60,23,23.3,60,60,23,24.3,60,60,23,23.8,60,60,23,22.7,60,60,25,24.8,60,0,25,25.2,60,0
23,23.9,60,60,23,23,60,26,23,24,60,60,23,23.1,60,60,23,24.1,60,60,23,23.7,60,60,23,22.6,60,60,25,24.5,60,0,25,25,60,0
23,23.9,60,60,23,23.1,60,24,23,24.1,60,60,23,23.2,60,60,23,24.2,60,60,23,23.7,60,60,23,22.7,60,44,25,24.6,60,0,25,25.1,60,0
23,23.8,60,60,23,23,60,36,23,24.1,60,60,23,23.1,60,60,23,24.2,60,60,23,23.8,60,60,23,23.8,60,8,25,25,60,6,25,25,60,6
23,23.7,60,60,23,23,60,35,23,24,60,60,23,23.1,60,60,23,24.2,60,60,23,23.7,60,60,23,24.4,60,0,25,25,60,0,25,24.9,60,0
23,23.7,59,59,23,23.1,59,27,23,24.2,59,59,23,23.1,59,59,23,24.4,59,59,23,23.9,59,59,23,24.9,59,0,25,25.3,59,0,25,25.2,59,0
23,23.7,0,0,23,22.6,0,0,23,24.1,0,0,23,22.9,0,0,23,24.4,0,0,23,23.9,0,0,23,24.9,0,0,25,25.3,0,0,25,25.3,0,0
23,25,0,0,23,24.4,0,0,23,25.3,0,0,23,24.9,0,0,23,24.6,0,0,23,24.3,0,0,23,26.1,0,0,25,26.6,0,0,25,26.4,0,0
23,25.3,0,0,23,24.9,0,0,23,26,0,0,23,25.3,0,0,23,25.1,0,0,23,24.6,0,0,23,26,0,0,25,26.8,0,0,25,26.7,0,0
23,25.5,0,0,23,25.3,0,0,23,26.2,0,0,23,25.4,0,0,23,25.3,0,0,23,24.9,0,0,23,26,0,0,25,26.6,0,0,25,26.4,0,0
23,25.6,0,0,23,25.3,0,0,23,26.1,0,0,23,25.4,0,0,23,25.4,0,0,23,25,0,0,23,25.9,0,0,25,26.5,0,0,25,26.2,0,0
23,25.6,0,0,23,25.4,0,0,23,26.2,0,0,23,25.4,0,0,23,25.4,0,0,23,25.1,0,0,23,26,0,0,25,26.4,0,0,25,26.2,0,0
23,25.7,0,0,23,25.5,0,0,23,26.2,0,0,23,25.5,0,0,23,25.4,0,0,23,25.2,0,0,23,25.9,0,0,25,26.3,0,0,25,26.1,0,0
23,25.7,0,0,23,25.6,0,0,23,26.2,0,0,23,25.5,0,0,23,25.5,0,0,23,25.2,0,0,23,25.9,0,0,25,26.3,0,0,25,26.1,0,0
23,25.8,0,0,23,25.6,0,0,23,26.2,0,0,23,25.6,0,0,23,25.5,0,0,23,25.3,0,0,23,25.9,0,0,25,26.3,0,0,25,26.1,0,0
23,25.8,0,0,23,25.7,0,0,23,26.2,0,0,23,25.6,0,0,23,25.6,0,0,23,25.3,0,0,23,26,0,0,25,26.3,0,0,25,26,0,0
23,25.8,0,0,23,25.7,0,0,23,26.2,0,0,23,25.6,0,0,23,25.6,0,0,23,25.3,0,0,23,26,0,0,25,26.3,0,0,25,26,0,0
23,25.8,0,0,23,25.8,0,0,23,26.3,0,0,23,25.7,0,0,23,25.6,0,0,23,25.3,0,0,23,26,0,0,25,26.3,0,0,25,26,0,0
23,25.9,0,0,23,25.8,0,0,23,26.3,0,0,23,25.7,0,0,23,25.7,0,0,23,25.3,0,0,23,26,0,0,25,26.2,0,0,25,26,0,0
23,24.3,57,57,23,23.5,57,42,23,24.3,57,57,23,23.5,57,53,23,24.3,57,57,23,23.6,57,57,23,23.5,57,57,25,24.7,57,12,25,24.6,57,6
23,23.7,60,60,23,23,60,25,23,23.9,60,60,23,23.2,60,41,23,24.1,60,60,23,23.4,60,60,23,23,60,29,25,24.7,60,0,25,24.9,60,0
23,23.7,60,60,23,23.1,60,28,23,24.1,60,60,23,23.1,60,60,23,24.4,60,60,23,23.9,60,60,23,24.7,60,0,25,25.3,60,0,25,25.2,60,0
23,23.8,60,60,23,23,60,35,23,24,60,60,23,23,60,60,23,24.3,60,60,23,23.6,60,60,23,25.2,60,0,25,25,60,21,25,24.6,60,0
23,23.8,60,60,23,22.8,60,49,23,24.1,60,60,23,23.1,60,60,23,24.3,60,60,23,23.4,60,60,23,25.2,60,0,25,24.9,60,30,25,24.4,60,0
23,23.7,60,60,23,23,60,22,23,24.2,60,60,23,23,60,60,23,24.4,60,60,23,23.7,60,60,23,25.3,60,0,25,25.2,60,19,25,24.9,60,0
23,23.6,60,60,23,23.1,60,23,23,24.1,60,60,23,23,60,60,23,24.4,60,60,23,23.6,60,60,23,25.2,60,0,25,25.2,60,0,25,24.9,60,0
23,23.7,60,60,23,23,60,28,23,24,60,60,23,23,60,60,23,24.4,60,60,23,23.8,60,60,23,25.2,60,0,25,25.3,60,0,25,25.1,60,0
23,23.6,60,60,23,23.2,60,9,23,23.9,60,60,23,23.1,60,39,23,24.2,60,60,23,23.4,60,60,23,24.6,60,7,25,25,60,7,25,24.6,60,7
23,23.6,60,60,23,23.1,60,29,23,24,56,56,23,23,56,56,23,24.3,56,56,23,23.8,56,56,23,25.2,60,0,25,25.3,56,0,25,25,56,0
23,24.5,59,59,23,23.7,59,49,23,21.8,0,0,23,23.7,0,0,23,21.1,0,0,23,21,0,0,23,24.7,59,43,25,26.2,0,0,25,25.9,0,0
23,24.8,0,0,23,23.7,0,0,23,21.8,0,0,23,23.9,0,0,23,21.7,0,0,23,21.1,0,0,23,24.4,0,0,25,26.2,0,0,25,26,0,0
23,25.2,0,0,23,24.5,0,0,23,24.9,0,0,23,24.9,0,0,23,24.4,0,0,23,23.8,0,0,23,25.3,0,0,25,26.6,0,0,25,26.3,0,0
23,25.4,0,0,23,25,0,0,23,25.8,0,0,23,25.3,0,0,23,25.1,0,0,23,24.5,0,0,23,25.6,0,0,25,26.8,0,0,25,26.6,0,0
23,25.5,0,0,23,25.3,0,0,23,25.9,0,0,23,25.3,0,0,23,25.3,0,0,23,24.9,0,0,23,25.9,0,0,25,26.7,0,0,25,26.3,0,0
23,25.5,0,0,23,25.3,0,0,23,26,0,0,23,25.4,0,0,23,25.3,0,0,23,25,0,0,23,25.9,0,0,25,26.6,0,0,25,26.2,0,0
23,25.5,0,0,23,25.4,0,0,23,26.1,0,0,23,25.4,0,0,23,25.4,0,0,23,25.1,0,0,23,25.9,0,0,25,26.6,0,0,25,26.2,0,0
23,25.6,0,0,23,25.4,0,0,23,26.2,0,0,23,25.5,0,0,23,25.5,0,0,23,25.2,0,0,23,26,0,0,25,26.5,0,0,25,26.2,0,0
23,25.6,0,0,23,25.5,0,0,23,26.2,0,0,23,25.5,0,0,23,25.5,0,0,23,25.3,0,0,23,26.1,0,0,25,26.6,0,0,25,26.2,0,0
23,25.7,0,0,23,25.6,0,0,23,26.2,0,0,23,25.6,0,0,23,25.6,0,0,23,25.3,0,0,23,26.1,0,0,25,26.6,0,0,25,26.2,0,0
23,25.7,0,0,23,25.7,0,0,23,26.3,0,0,23,25.6,0,0,23,25.7,0,0,23,25.3,0,0,23,26.1,0,0,25,26.5,0,0,25,26.2,0,0
23,25.7,0,0,23,25.7,0,0,23,26.3,0,0,23,25.6,0,0,23,25.6,0,0,23,25.3,0,0,23,26.1,0,0,25,26.5,0,0,25,26.2,0,0
23,25.7,0,0,23,25.8,0,0,23,26.3,0,0,23,25.7,0,0,23,25.7,0,0,23,25.4,0,0,23,26.1,0,0,25,26.6,0,0,25,26.2,0,0
23,25.8,0,0,23,25.9,0,0,23,26.4,0,0,23,25.7,0,0,23,25.7,0,0,23,25.4,0,0,23,26.1,0,0,25,26.6,0,0,25,26.2,0,0
23,25.8,0,0,23,25.8,0,0,23,24.3,0,0,23,23.8,0,0,23,23,0,0,23,22.8,0,0,23,23,0,0,25,25.3,35,35,25,24.7,35,15
23,25.1,19,19,23,24.6,19,19,23,25.1,19,19,23,25,19,19,23,24.7,19,18,23,24,19,18,23,24,19,19,25,24.8,60,44,25,24.4,60,0
23,24.3,60,60,23,23.2,60,60,23,24.5,60,60,23,23.6,60,60,23,24.5,60,60,23,24.1,60,60,23,23.2,60,60,25,24.6,60,0,25,24.8,60,0
23,23.9,60,60,23,22.9,60,35,23,23.9,60,60,23,23.2,60,60,23,24.3,60,60,23,23.6,60,60,23,22.6,60,60,25,24.4,60,0,25,24.8,60,0
23,23.8,60,60,23,22.7,60,60,23,24,60,60,23,23.1,60,60,23,24.1,60,60,23,23.7,60,60,23,22.4,60,60,25,24.4,60,0,25,24.9,60,0
22,23.8,60,60,22,22.6,60,60,23,24,60,60,23,23.1,60,60,23,24.2,60,60,23,23.7,60,60,23,22.4,60,47,25,24.5,60,0,25,24.9,60,0
22,23.7,60,60,22,22.5,60,60,23,24.1,60,60,23,23.2,60,60,23,24.2,60,60,23,23.9,60,60,23,24,60,0,25,25,60,0,25,25,60,0
22,23.8,60,60,22,22.6,60,60,23,24.1,60,60,23,23.3,60,60,23,24.4,60,60,23,24,60,60,23,25,60,0,25,25.3,60,0,25,25.1,60,0
22,23.6,60,60,22,22.3,60,60,23,24,60,60,23,23.1,60,45,23,24.3,60,60,23,23.7,60,60,23,24.7,60,7,25,25,60,7,25,24.6,60,7
22,23.6,60,60,22,22.3,60,60,23,23.9,60,60,23,23.1,60,60,23,24.4,60,60,23,23.7,60,60,23,24.9,60,0,25,25.2,60,0,25,24.8,60,0
22,23.4,60,60,22,22.2,60,60,23,24,60,60,23,23,60,60,23,24.4,60,60,23,23.8,60,60,23,24.9,60,0,25,25.3,60,0,25,24.9,60,0
22,23.4,0,0,22,22.2,0,0,23,23.9,0,0,23,22.9,0,0,23,24.4,0,0,23,23.7,0,0,23,24.9,0,0,25,25.3,0,0,25,24.9,0,0
22,24.8,0,0,22,24,0,0,23,25.3,0,0,23,24.9,0,0,23,24.7,0,0,23,24.3,0,0,23,26.2,0,0,25,26.8,0,0,25,26.3,0,0
22,25.2,0,0,22,24.7,0,0,23,25.8,0,0,23,25.3,0,0,23,25.2,0,0,23,24.7,0,0,23,26.2,0,0,25,27,0,0,25,26.6,0,0
22,25.3,0,0,22,25.1,0,0,23,26.2,0,0,23,25.5,0,0,23,25.4,0,0,23,24.9,0,0,23,26.1,0,0,25,27,0,0,25,26.6,0,0
22,25.4,0,0,22,25.3,0,0,23,26.1,0,0,23,25.4,0,0,23,25.5,0,0,23,25.1,0,0,23,26.1,0,0,25,26.8,0,0,25,26.4,0,0
22,25.5,0,0,22,25.3,0,0,23,26.2,0,0,23,25.5,0,0,23,25.6,0,0,23,25.2,0,0,23,26,0,0,25,26.7,0,0,25,26.2,0,0
22,25.5,0,0,22,25.4,0,0,23,26.2,0,0,23,25.6,0,0,23,25.6,0,0,23,25.3,0,0,23,26,0,0,25,26.6,0,0,25,26.2,0,0
22,25.6,0,0,22,25.5,0,0,23,26.2,0,0,23,25.6,0,0,23,25.6,0,0,23,25.3,0,0,23,26,0,0,25,26.6,0,0,25,26.2,0,0
22,25.6,0,0,22,25.6,0,0,23,26.3,0,0,23,25.6,0,0,23,25.7,0,0,23,25.3,0,0,23,26.1,0,0,25,26.6,0,0,25,26.2,0,0
22,25.7,0,0,22,25.7,0,0,23,26.3,0,0,23,25.7,0,0,23,25.8,0,0,23,25.3,0,0,23,26,0,0,25,26.6,0,0,25,26.2,0,0
22,25.7,0,0,22,25.7,0,0,23,26.4,0,0,23,25.7,0,0,23,25.8,0,0,23,25.4,0,0,23,26,0,0,25,26.6,0,0,25,26.2,0,0
22,25.7,0,0,22,25.7,0,0,23,26.4,0,0,23,25.8,0,0,23,25.8,0,0,23,25.4,0,0,23,26.1,0,0,25,26.6,0,0,25,26.2,0,0
22,25.8,0,0,22,25.8,0,0,23,26.4,0,0,23,25.8,0,0,23,25.8,0,0,23,25.5,0,0,23,26,0,0,25,26.6,0,0,25,26.2,0,0
22,24.8,29,29,22,24.5,29,29,23,24.7,29,29,23,24.5,29,29,23,24.6,29,29,23,24,29,29,23,24.2,29,29,25,24.9,29,14,25,24.6,29,7
22,23.9,60,60,22,22.3,60,60,23,23.5,60,60,23,22.9,60,37,23,23.9,60,60,23,23.2,60,60,23,22.2,60,60,25,24.4,60,0,25,24.5,60,0
22,23.6,60,60,22,22.1,60,60,23,23.7,60,60,23,22.8,60,60,23,24,60,60,23,23.5,60,60,23,22.6,60,13,25,24.5,60,0,25,24.6,60,0
22,23.5,60,60,22,21.8,60,60,23,23.6,60,60,23,22.6,60,60,23,24,60,60,23,23.4,60,60,23,24.2,60,0,25,24.8,60,0,25,24.6,60,0
22,23.4,60,60,22,21.8,60,60,23,23.4,60,60,23,22.6,60,59,23,24,60,60,23,23.4,60,60,23,24.5,60,0,25,24.8,60,0,25,24.5,60,0
22,23.4,60,60,22,21.8,60,60,23,23.7,60,60,23,22.9,60,39,23,24,60,60,23,23.4,60,60,23,24.6,60,0,25,24.9,60,0,25,24.6,60,0
22,23.3,60,60,22,21.8,60,60,23,23.5,60,60,23,22.7,60,60,23,24,60,60,23,23.4,60,60,23,24.6,60,0,25,24.9,60,0,25,24.6,60,0
22,23.3,60,60,22,21.8,60,60,23,23.4,60,60,23,22.7,60,60,23,24,60,60,23,23.4,60,60,23,24.5,60,0,25,24.9,60,0,25,24.5,60,0
22,23.2,60,60,22,21.8,60,40,23,23.4,60,60,23,22.7,60,39,23,23.9,60,60,23,23.1,60,39,23,24.3,60,7,25,24.6,60,7,25,24.2,60,7
22,23.4,60,60,22,22.3,60,60,23,23.9,60,60,23,23,60,56,23,23.9,60,60,23,23.5,60,54,23,24.3,60,0,25,24.8,60,0,25,24.5,60,0
22,23.4,60,60,22,22.3,60,60,23,23.7,60,60,23,22.9,60,60,23,23.8,60,60,23,23.1,60,60,23,24.2,60,0,25,24.9,60,0,25,24.4,60,0
22,23.4,0,0,22,22.2,0,0,23,23.6,0,0,23,22.8,0,0,23,23.8,0,0,23,23.1,0,0,23,24.3,0,0,25,24.9,0,0,25,24.4,0,0
22,24.7,0,0,22,24,0,0,23,24.8,0,0,23,24.5,0,0,23,24.3,0,0,23,23.8,0,0,23,25.8,0,0,25,26.4,0,0,25,25.9,0,0
22,24.9,0,0,22,24.5,0,0,23,25.2,0,0,23,24.8,0,0,23,24.8,0,0,23,24.4,0,0,23,25.9,0,0,25,26.6,0,0,25,26.2,0,0
22,25.1,0,0,22,24.7,0,0,23,25.4,0,0,23,25,0,0,23,25.1,0,0,23,24.5,0,0,23,25.8,0,0,25,26.7,0,0,25,26.2,0,0
22,25.2,0,0,22,24.9,0,0,23,25.5,0,0,23,25,0,0,23,25.2,0,0,23,24.7,0,0,23,25.8,0,0,25,26.7,0,0,25,26.2,0,0
22,25.2,0,0,22,25,0,0,23,25.6,0,0,23,25.1,0,0,23,25.3,0,0,23,24.8,0,0,23,25.7,0,0,25,26.8,0,0,25,26.2,0,0
22,25.3,0,0,22,25.1,0,0,23,25.7,0,0,23,25.1,0,0,23,25.3,0,0,23,24.9,0,0,23,25.7,0,0,25,26.8,0,0,25,26.2,0,0
22,25.3,0,0,22,25.1,0,0,23,25.8,0,0,23,25.2,0,0,23,25.3,0,0,23,24.9,0,0,23,25.7,0,0,25,26.8,0,0,25,26.2,0,0
22,25.3,0,0,22,25.2,0,0,23,25.8,0,0,23,25.2,0,0,23,25.4,0,0,23,25,0,0,23,25.8,0,0,25,26.8,0,0,25,26.2,0,0
22,25.3,0,0,22,25.3,0,0,23,25.8,0,0,23,25.3,0,0,23,25.4,0,0,23,25.1,0,0,23,25.8,0,0,25,26.9,0,0,25,26.2,0,0
22,25.3,0,0,22,25.3,0,0,23,25.9,0,0,23,25.3,0,0,23,25.4,0,0,23,25.1,0,0,23,25.8,0,0,25,26.9,0,0,25,26.3,0,0
22,25.3,0,0,22,25.3,0,0,23,25.9,0,0,23,25.3,0,0,23,25.4,0,0,23,25.1,0,0,23,25.8,0,0,25,26.9,0,0,25,26.3,0,0
22,25.4,0,0,22,25.3,0,0,23,26,0,0,23,25.3,0,0,23,25.4,0,0,23,25.1,0,0,23,25.7,0,0,25,27,0,0,25,26.3,0,0
22,25.4,0,0,22,25.5,0,0,23,26,0,0,23,25.3,0,0,23,25.5,0,0,23,25.2,0,0,23,25.8,0,0,25,27,0,0,25,26.3,0,0
22,25.5,0,0,22,25.5,0,0,23,26.1,0,0,23,25.4,0,0,23,25.5,0,0,23,25.3,0,0,23,25.8,0,0,25,27.1,0,0,25,26.4,0,0
22,25.6,0,0,22,25.8,0,0,23,26.2,0,0,23,25.5,0,0,23,25.7,0,0,23,25.3,0,0,23,25.8,0,0,25,27.1,0,0,25,26.4,0,0
22,25.8,0,0,22,26,0,0,23,26.3,0,0,23,25.6,0,0,23,26,0,0,23,25.6,0,0,23,26,0,0,25,27.2,0,0,25,26.6,0,0
22,26,0,0,22,26.2,0,0,23,26.6,0,0,23,25.8,0,0,23,26.1,0,0,23,25.7,0,0,23,26.2,0,0,25,27.4,0,0,25,26.8,0,0
22,26,0,0,22,26.2,0,0,23,26.6,0,0,23,25.8,0,0,23,26.1,0,0,23,25.8,0,0,23,26.2,0,0,25,27.4,0,0,25,26.8,0,0
22,26,0,0,22,26.1,0,0,23,26.6,0,0,23,25.8,0,0,23,26.1,0,0,23,25.6,0,0,23,26.2,0,0,25,27.6,0,0,25,26.9,0,0
22,26.1,0,0,22,26.2,0,0,23,26.6,0,0,23,25.8,0,0,23,26.1,0,0,23,25.6,0,0,23,26.2,0,0,25,27.6,0,0,25,27,0,0
22,26,0,0,22,26.1,0,0,23,26.5,0,0,23,25.9,0,0,23,26.1,0,0,23,25.5,0,0,23,26.2,0,0,25,27.6,0,0,25,27,0,0
22,26,0,0,22,26.1,0,0,23,26.5,0,0,23,25.9,0,0,23,26,0,0,23,25.5,0,0,23,26.2,0,0,25,27.6,0,0,25,27,0,0
22,25.3,0,0,22,24.9,0,0,23,24,0,0,23,23.6,0,0,23,23,0,0,23,22.9,0,0,23,24.7,49,49,25,25.5,49,49,25,25.1,49,31
22,25.3,0,0,22,25.1,0,0,23,24.5,0,0,23,22.9,0,0,23,23.8,0,0,23,22.1,0,0,23,24,0,0,25,24.6,0,0,25,24.4,0,0
22,25.9,0,0,22,25.8,0,0,23,26,0,0,23,24.4,0,0,23,24.8,0,0,23,23.6,0,0,23,24.9,10,10,25,26.2,10,10,25,25.7,10,10
22,25.9,0,0,22,25.8,0,0,23,26,0,0,23,24.4,0,0,23,24.8,0,0,23,23.6,0,0,23,24.6,0,0,25,25.6,0,0,25,25.2,0,0
22,25.8,0,0,22,25.8,0,0,23,26.4,0,0,23,25.7,0,0,23,25.5,0,0,23,24.8,0,0,23,25.3,0,0,25,26.5,0,0,25,26.1,0,0
22,26,0,0,22,26,0,0,23,26.6,0,0,23,26,0,0,23,25.8,0,0,23,25.1,0,0,23,25.4,0,0,25,26.8,0,0,25,26.2,0,0
22,26,0,0,22,26,0,0,23,26.6,0,0,23,25.9,0,0,23,25.8,0,0,23,25.3,0,0,23,25.6,0,0,25,26.9,0,0,25,26.1,0,0
22,26,0,0,22,26.1,0,0,23,26.6,0,0,23,25.9,0,0,23,25.9,0,0,23,25.4,0,0,23,25.7,0,0,25,26.9,0,0,25,26.1,0,0
22,26.1,0,0,22,26.2,0,0,23,26.6,0,0,23,25.9,0,0,23,25.9,0,0,23,25.4,0,0,23,25.7,0,0,25,27,0,0,25,26,0,0
22,26.1,0,0,22,26.2,0,0,23,26.6,0,0,23,25.9,0,0,23,25.9,0,0,23,25.5,0,0,23,25.8,0,0,25,27,0,0,25,26,0,0
22,26.1,0,0,22,26.2,0,0,23,26.6,0,0,23,25.9,0,0,23,25.9,0,0,23,25.5,0,0,23,25.8,0,0,25,27,0,0,25,26,0,0
22,26.1,0,0,22,26.2,0,0,23,26.6,0,0,23,25.9,0,0,23,26,0,0,23,25.5,0,0,23,25.9,0,0,25,27,0,0,25,26,0,0
22,26.1,0,0,22,26.3,0,0,23,26.7,0,0,23,26,0,0,23,26.1,0,0,23,25.6,0,0,23,26,0,0,25,26.9,0,0,25,26,0,0
22,26.2,0,0,22,26.3,0,0,23,26.7,0,0,23,26,0,0,23,26,0,0,23,25.6,0,0,23,26,0,0,25,26.9,0,0,25,26,0,0
22,25.3,35,35,22,25.1,35,35,23,24.8,35,35,23,24.8,35,35,23,24.7,35,35,23,24,35,35,23,24.2,35,35,25,25.1,35,19,25,24.6,35,10
22,25,60,60,22,24.7,60,60,23,23.6,60,60,23,24.3,60,60,23,24.1,60,60,23,23.3,60,60,23,23.1,60,60,25,24.9,60,0,25,25,60,0
22,24.3,60,60,22,23,60,60,23,24.1,60,60,23,23.1,60,60,23,24.2,60,60,23,23.7,60,60,23,22.2,60,54,25,24.9,60,0,25,25.3,60,0
22,23.7,60,60,22,22.3,60,60,23,24,60,60,23,22.8,60,60,23,24.2,60,60,23,23.5,60,60,23,23.6,60,0,25,25.1,60,16,25,24.7,60,14
22,23.7,60,60,22,22.2,60,60,23,24.2,60,60,23,22.8,60,60,23,24,60,60,23,23.2,60,60,23,24.2,60,0,25,24.9,60,28,25,24.2,60,0
22,23.5,60,60,22,22.2,60,60,23,24.2,60,60,23,22.9,60,60,23,24.2,60,60,23,23.3,60,60,23,24.5,60,0,25,25,60,34,25,24.3,60,0
22,23.5,60,60,22,22.1,60,60,23,24.1,60,60,23,22.7,60,60,23,24,60,60,23,23.1,60,60,23,24.4,60,0,25,24.9,60,21,25,24.1,60,0
22,23.5,60,60,22,22.1,60,60,23,23.9,60,60,23,22.8,60,60,23,24.1,60,60,23,23.2,60,60,23,24.5,60,0,25,25,60,29,25,24.3,60,0
22,23.4,60,60,22,21.9,60,60,23,23.7,60,60,23,22.8,60,42,23,23.7,60,60,23,22.9,60,33,23,24.1,60,6,25,24.8,60,19,25,24.1,60,6
22,23.5,60,60,22,22.2,60,60,23,24.1,60,60,23,23.1,60,37,23,23.8,60,60,23,22.8,60,0,23,24.3,60,0,25,25,60,23,25,24.3,60,0
22,23.4,60,60,22,22.2,60,60,23,24,60,60,23,22.7,60,60,23,23.9,60,60,23,23,60,0,23,24.5,60,0,25,24.9,60,28,25,24.2,60,0
22,23.4,0,0,22,22.2,0,0,23,24,0,0,23,22.7,0,0,23,23.7,0,0,23,22.8,0,0,23,24.5,0,0,25,24.8,0,0,25,24,0,0
22,24.7,0,0,22,24,0,0,23,25,0,0,23,24.4,0,0,23,24.2,0,0,23,24.8,0,0,23,26.1,0,0,25,25.9,0,0,25,25.9,0,0
22,25.2,0,0,22,24.7,0,0,23,25.3,0,0,23,24.8,0,0,23,24.7,0,0,23,24.9,0,0,23,26.2,0,0,25,26.3,0,0,25,26.2,0,0
22,25.3,0,0,22,25,0,0,23,25.7,0,0,23,25,0,0,23,25,0,0,23,24.9,0,0,23,26.1,0,0,25,26.2,0,0,25,26.2,0,0
22,25.4,0,0,22,25.3,0,0,23,25.8,0,0,23,25.2,0,0,23,25.2,0,0,23,25,0,0,23,26.1,0,0,25,26.2,0,0,25,26.2,0,0
22,25.5,0,0,22,25.3,0,0,23,25.9,0,0,23,25.3,0,0,23,25.2,0,0,23,25,0,0,23,26.1,0,0,25,26.3,0,0,25,26.2,0,0
22,25.5,0,0,22,25.5,0,0,23,26.1,0,0,23,25.3,0,0,23,25.3,0,0,23,25.1,0,0,23,26.1,0,0,25,26.4,0,0,25,26.2,0,0
22,25.6,0,0,22,25.5,0,0,23,26.1,0,0,23,25.4,0,0,23,25.3,0,0,23,25.2,0,0,23,26.1,0,0,25,26.4,0,0,25,26.2,0,0
22,25.6,0,0,22,25.6,0,0,23,26.2,0,0,23,25.4,0,0,23,25.3,0,0,23,25.2,0,0,23,26.2,0,0,25,26.5,0,0,25,26.2,0,0
22,25.7,0,0,22,25.7,0,0,23,26.2,0,0,23,25.5,0,0,23,25.4,0,0,23,25.2,0,0,23,26.2,0,0,25,26.5,0,0,25,26.2,0,0
22,25.8,0,0,22,25.8,0,0,23,26.2,0,0,23,25.5,0,0,23,25.5,0,0,23,25.3,0,0,23,26.2,0,0,25,26.6,0,0,25,26.3,0,0
22,25.8,0,0,22,25.8,0,0,23,26.3,0,0,23,25.6,0,0,23,25.5,0,0,23,25.3,0,0,23,26.2,0,0,25,26.6,0,0,25,26.2,0,0
22,25.8,0,0,22,25.9,0,0,23,26.4,0,0,23,25.6,0,0,23,25.6,0,0,23,25.3,0,0,23,26.2,0,0,25,26.7,0,0,25,26.3,0,0
22,26,0,0,22,25.9,0,0,23,24.8,0,0,23,24.5,0,0,23,23.9,0,0,23,25,0,0,23,26.4,0,0,25,25.8,31,31,25,25.1,31,31
22,24.8,26,26,22,24.3,26,26,23,25.2,26,25,23,24.3,26,25,23,24.7,26,25,23,24.3,26,26,23,24.7,26,26,25,25.1,60,46,25,24.3,60,10
22,24.1,60,60,22,22.8,60,60,23,24.5,60,60,23,23.2,60,60,23,24.3,60,60,23,23.9,60,60,23,22.9,60,60,25,24.9,60,0,25,25.2,60,9
22,23.7,60,60,22,22.4,60,60,23,24.1,60,60,23,22.8,60,60,23,24.1,60,60,23,23.5,60,60,23,23.7,60,9,25,25,60,23,25,24.5,60,11
22,23.7,60,60,22,22.2,60,60,23,24.1,60,60,23,22.7,60,60,23,24.1,60,60,23,23.3,60,60,23,25,60,0,25,25,60,21,25,24.3,60,0
22,23.5,60,60,22,22.2,60,60,23,24.2,60,60,23,22.9,60,36,23,24.1,60,60,23,23.2,60,60,23,25.2,60,0,25,25,60,36,25,24.2,60,0
22,23.5,60,60,22,22.1,60,60,23,24,60,60,23,22.8,60,49,23,24,60,60,23,23,60,60,23,25.2,60,0,25,24.9,60,24,25,24,60,0
22,23.4,60,60,22,22,60,60,23,23.9,60,60,23,23,60,28,23,23.9,60,60,23,23,60,60,23,24.8,60,7,25,24.9,60,21,25,24.2,60,7
22,23.4,60,60,22,21.8,60,60,23,24,60,35,23,23.1,60,19,23,24,60,60,23,23.2,60,60,23,25.2,60,0,25,25.1,60,27,25,24.4,60,0
22,23.5,60,60,22,21.9,60,60,23,24.9,60,0,23,24.2,60,0,23,24,60,60,23,23.1,60,60,23,25.3,60,0,25,25,60,15,25,24.2,60,0
22,23.6,60,60,22,22.1,60,60,23,25.2,60,0,23,24.5,60,0,23,24.1,60,60,23,23.3,60,60,23,25.4,60,0,25,25.1,60,26,25,24.4,60,0
22,23.7,0,0,22,22.1,0,0,23,25.3,0,0,23,24.5,0,0,23,24.2,0,0,23,23.4,0,0,23,25.4,0,0,25,25.1,0,0,25,24.5,0,0
22,24.7,0,0,22,24,0,0,23,26.5,0,0,23,25.8,0,0,23,24.5,0,0,23,24.3,0,0,23,26.7,0,0,25,25.9,0,0,25,26.3,0,0
22,25.2,0,0,22,24.7,0,0,23,26.7,0,0,23,26,0,0,23,25,0,0,23,24.6,0,0,23,26.7,0,0,25,26.2,0,0,25,26.6,0,0
