リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算
25,25.7,0,0,0,25,25.9,0,0,0,25,25.4,0,0,0,25,25.6,0,0,0,25,24.7,60,42,42,25,24.7,60,41,41,25,24.8,60,5,5,25,25.1,60,6,6
25,24.1,0,0,0,25,24.6,0,0,0,25,24.5,0,0,0,25,24,0,0,0,25,25.7,59,53,53,25,25.3,59,49,49,25,25,60,0,0,25,25.2,60,0,0
25,25.8,0,0,0,25,26.1,0,0,0,25,25.6,0,0,0,25,25.7,0,0,0,25,26,18,18,18,25,25.1,18,18,18,25,25,60,0,0,25,25.1,60,0,0
25,25.9,33,33,33,25,25.9,33,33,33,25,24.8,33,13,13,25,25.2,33,33,33,25,24.9,33,0,0,25,25,33,0,0,25,24.9,33,12,12,25,25.1,33,19,19
25,25,60,60,60,25,25.4,60,60,60,25,24.2,60,0,0,25,24.6,60,24,24,25,25.1,60,0,0,25,25.1,60,0,0,25,25.2,60,0,0,25,25,60,46,46
25,24.8,0,0,0,25,25.3,0,0,0,25,24.4,0,0,0,25,24.7,0,0,0,25,25.2,0,0,0,25,25.3,0,0,0,25,25.1,0,0,0,25,24.8,0,0,0
25,26,0,0,0,25,25.5,0,0,0,25,25.8,0,0,0,25,26.6,0,0,0,25,26.2,0,0,0,25,26.2,0,0,0,25,26.1,0,0,0,25,25.6,0,0,0
25,26.3,0,0,0,25,25.8,0,0,0,25,26,0,0,0,25,26.7,0,0,0,25,26.2,0,0,0,25,25.9,0,0,0,25,26.1,0,0,0,25,25.6,0,0,0
25,26.6,0,0,0,25,26,0,0,0,25,26.1,0,0,0,25,26.7,0,0,0,25,26.2,0,0,0,25,25.6,0,0,0,25,26.2,0,0,0,25,25.7,0,0,0
25,26.6,0,0,0,25,26.1,0,0,0,25,26.1,0,0,0,25,26.7,0,0,0,25,26.2,0,0,0,25,25.6,0,0,0,25,26.1,0,0,0,25,25.8,0,0,0
25,26.7,0,0,0,25,26.2,0,0,0,25,26.1,0,0,0,25,26.8,0,0,0,25,26.2,0,0,0,25,25.6,0,0,0,25,26.1,0,0,0,25,25.8,0,0,0
25,26.8,0,0,0,25,26.2,0,0,0,25,26.2,0,0,0,25,26.8,0,0,0,25,26.2,0,0,0,25,25.7,0,0,0,25,26.2,0,0,0,25,25.9,0,0,0
25,26.9,0,0,0,25,26.2,0,0,0,25,26.2,0,0,0,25,26.9,0,0,0,25,26.3,0,0,0,25,25.8,0,0,0,25,26.2,0,0,0,25,26,0,0,0
25,26.9,0,0,0,25,26.2,0,0,0,25,26.2,0,0,0,25,26.9,0,0,0,25,26.3,0,0,0,25,25.9,0,0,0,25,26.2,0,0,0,25,26,0,0,0
25,23.3,0,0,0,25,22.4,0,0,0,25,26.2,0,0,0,25,26.5,0,0,0,25,26.5,0,0,0,25,24.5,0,0,0,25,26.6,0,0,0,25,23.5,0,0,0
25,24.4,0,0,0,25,21.8,0,0,0,25,26.3,0,0,0,25,26.7,0,0,0,25,26.2,9,9,9,25,25.8,9,9,9,25,25.3,21,19,19,25,25.1,21,10,10
25,24.9,47,44,44,25,24.8,47,12,12,25,25,47,10,10,25,25.2,47,47,47,25,25,60,39,39,25,25,60,30,30,25,24.8,60,0,0,25,25.1,60,33,33
25,24.7,60,60,60,25,25.1,60,14,14,25,25.1,60,0,0,25,24.9,60,60,60,25,25.1,60,24,24,25,25,60,16,16,25,25.3,60,0,0,25,25.6,60,60,60
25,24.7,60,41,41,25,25.1,60,22,22,25,25.1,60,0,0,25,24.7,60,52,52,25,25,60,35,35,25,25.1,60,23,23,25,25.1,60,7,7,25,25.5,60,60,60
25,25.1,60,45,45,25,24.7,60,17,17,25,24.8,60,35,35,25,25.2,60,15,15,25,25,60,18,18,25,25,60,15,15,25,25.4,60,2,2,25,25.6,60,60,60
25,24.9,60,16,16,25,25.1,60,19,19,25,24.9,60,15,15,25,24.8,60,28,28,25,24.7,60,45,45,25,25.3,60,11,11,25,25,60,4,4,25,25.2,60,60,60
25,24.9,60,60,60,25,25.1,60,8,8,25,24.9,60,6,6,25,24.9,60,36,36,25,25.1,60,29,29,25,25.1,60,16,16,25,25.4,60,0,0,25,25.6,60,60,60
25,24.9,60,24,24,25,24.8,60,15,15,25,24.8,60,15,15,25,25,60,37,37,25,25,60,19,19,25,24.9,60,17,17,25,24.8,60,13,13,25,25.2,60,41,41
25,25.1,60,30,30,25,24.7,60,21,21,25,24.9,60,28,28,25,25.1,60,6,6,25,25.1,60,38,38,25,25,60,19,19,25,25.2,60,0,0,25,25.5,60,42,42
25,24.9,60,21,21,25,25,60,25,25,25,25,60,17,17,25,25,60,26,26,25,24.7,60,30,30,25,25.2,60,14,14,25,25.4,60,6,6,25,25.5,60,60,60
25,25.3,0,0,0,25,23.3,0,0,0,25,22.8,0,0,0,25,26.1,0,0,0,25,26.1,57,57,57,25,25.2,57,57,57,25,25.1,57,0,0,25,25.2,57,0,0
25,25.7,0,0,0,25,23.5,0,0,0,25,22.8,0,0,0,25,26.2,0,0,0,25,26.2,60,60,60,25,24.9,60,60,60,25,25.2,60,0,0,25,25.2,60,39,39
25,25.8,0,0,0,25,23.1,0,0,0,25,22.3,0,0,0,25,26.2,0,0,0,25,26.2,49,49,49,25,25.2,49,34,34,25,24.7,49,17,17,25,25,49,0,0
25,25.8,0,0,0,25,23,0,0,0,25,22.2,0,0,0,25,26.2,0,0,0,25,26.1,60,60,60,25,24.8,60,60,60,25,24.7,60,0,0,25,24.9,60,0,0
25,25.8,0,0,0,25,22.4,0,0,0,25,21.9,0,0,0,25,26.2,0,0,0,25,25.9,0,0,0,25,24.8,0,0,0,25,24.7,0,0,0,25,25,0,0,0
25,26.6,0,0,0,25,25.3,0,0,0,25,25.2,0,0,0,25,26.6,0,0,0,25,25.9,0,0,0,25,25.8,0,0,0,25,26.1,0,0,0,25,26.1,0,0,0
25,26.9,0,0,0,25,25.8,0,0,0,25,25.6,0,0,0,25,26.7,0,0,0,25,26,0,0,0,25,26,0,0,0,25,26.2,0,0,0,25,26.1,0,0,0
25,27,0,0,0,25,26,0,0,0,25,25.9,0,0,0,25,26.8,0,0,0,25,26.2,0,0,0,25,26.1,0,0,0,25,26.2,0,0,0,25,26.1,0,0,0
25,27,0,0,0,25,26.1,0,0,0,25,26.2,0,0,0,25,26.9,0,0,0,25,26.2,0,0,0,25,26.2,0,0,0,25,26.2,0,0,0,25,26.1,0,0,0
25,27.1,0,0,0,25,26.2,0,0,0,25,26.2,0,0,0,25,26.9,0,0,0,25,26.2,0,0,0,25,26.2,0,0,0,25,26.2,0,0,0,25,26.2,0,0,0
25,27.1,0,0,0,25,26.2,0,0,0,25,26.3,0,0,0,25,26.9,0,0,0,25,26.2,0,0,0,25,26.3,0,0,0,25,26.2,0,0,0,25,26.2,0,0,0
25,27.1,0,0,0,25,26.2,0,0,0,25,26.3,0,0,0,25,27,0,0,0,25,26.2,0,0,0,25,26.3,0,0,0,25,26.2,0,0,0,25,26.2,0,0,0
25,27.1,0,0,0,25,26.2,0,0,0,25,26.4,0,0,0,25,27,0,0,0,25,26.3,0,0,0,25,26.4,0,0,0,25,26.2,0,0,0,25,26.2,0,0,0
25,26.2,0,0,0,25,22,0,0,0,25,22.2,0,0,0,25,26.6,0,0,0,25,23.1,0,0,0,25,22.8,0,0,0,25,26.2,0,0,0,25,26.2,0,0,0
25,26.7,0,0,0,25,22.3,0,0,0,25,22.7,0,0,0,25,26.8,0,0,0,25,25.3,9,7,7,25,26,9,9,9,25,26.1,9,9,9,25,26.2,9,9,9
25,25.2,56,56,56,25,24.9,56,22,22,25,24.9,56,13,13,25,25.2,56,56,56,25,25.1,60,41,41,25,25,60,43,43,25,25,60,6,6,25,25.2,60,60,60
25,24.7,60,44,44,25,25.2,60,13,13,25,25.3,60,0,0,25,24.9,60,60,60,25,24.9,60,51,51,25,25.2,60,10,10,25,25.4,60,0,0,25,25,60,60,60
27,25.8,60,0,0,27,26,60,0,0,25,25,60,20,20,25,24.8,60,60,60,25,24.9,60,54,54,25,25.1,60,16,16,25,25.1,60,8,8,25,25.1,60,42,42
27,26.2,60,0,0,27,26.3,60,0,0,25,25.3,60,0,0,25,24.7,60,60,60,25,24.9,60,60,60,25,25.4,60,0,0,25,25.3,60,0,0,25,24.9,60,60,60
27,26.3,60,0,0,27,26.4,60,0,0,25,25.1,60,8,8,25,24.7,60,60,60,25,24.9,60,60,60,25,25.4,60,0,0,25,25.3,60,0,0,25,24.8,60,60,60
27,26.5,60,0,0,27,26.5,60,0,0,25,25.2,60,21,21,25,24.7,60,60,60,25,24.9,60,42,42,25,25.2,60,20,20,25,25.3,60,9,9,25,24.9,60,57,57
27,26.2,60,7,7,27,26.1,60,7,7,25,24.9,60,19,19,25,24.8,60,60,60,25,24.9,60,37,37,25,24.8,60,31,31,25,24.8,60,7,7,25,25,60,37,37
27,26.4,60,0,0,27,26.5,60,0,0,25,25.1,60,12,12,25,24.6,60,60,60,25,25.1,60,54,54,25,25.3,60,0,0,25,25.3,60,0,0,25,25,60,60,60
27,26.4,60,0,0,27,26.5,60,0,0,25,25,60,28,28,25,24.9,60,34,34,25,24.9,60,34,34,25,25.2,60,19,19,25,25.3,60,6,6,25,24.8,60,60,60
27,27.5,0,0,0,27,27.4,0,0,0,25,23.5,0,0,0,25,22.8,0,0,0,25,26.3,58,56,56,25,25.4,58,49,49,25,25.2,58,0,0,25,25.2,58,29,29
27,27.5,0,0,0,27,27.5,0,0,0,25,23.7,0,0,0,25,22.8,0,0,0,25,26.5,60,60,60,25,25.5,60,60,60,25,25.2,60,0,0,25,25.2,60,60,60
27,27.4,0,0,0,27,27.6,0,0,0,25,25.2,0,0,0,25,22.4,0,0,0,25,26.5,59,59,59,25,25.6,59,59,59,25,25.3,59,0,0,25,25.3,59,0,0
27,27.3,0,0,0,27,27.4,0,0,0,25,26.5,0,0,0,25,23.2,0,0,0,25,26.6,11,11,11,25,25.5,11,11,11,25,25.4,60,0,0,25,25.5,60,44,44
27,27.3,0,0,0,27,27.2,0,0,0,25,26.5,0,0,0,25,23.5,0,0,0,25,24,0,0,0,25,22.3,0,0,0,25,25.4,0,0,0,25,25.4,0,0,0
27,27.3,0,0,0,27,27.1,0,0,0,25,26.5,0,0,0,25,25.8,0,0,0,25,25.7,0,0,0,25,24.7,0,0,0,25,26.4,0,0,0,25,25.9,0,0,0
27,27.4,0,0,0,27,27.1,0,0,0,25,26.6,0,0,0,25,26.4,0,0,0,25,26.2,0,0,0,25,24.8,0,0,0,25,26.5,0,0,0,25,25.9,0,0,0
27,27.4,0,0,0,27,27.2,0,0,0,25,26.6,0,0,0,25,26.7,0,0,0,25,26.4,0,0,0,25,24.9,0,0,0,25,26.4,0,0,0,25,26.1,0,0,0
27,27.5,0,0,0,27,27.2,0,0,0,25,26.7,0,0,0,25,26.8,0,0,0,25,26.5,0,0,0,25,25.2,0,0,0,25,26.4,0,0,0,25,26.1,0,0,0
27,27.5,0,0,0,27,27.2,0,0,0,25,26.7,0,0,0,25,26.9,0,0,0,25,26.6,0,0,0,25,25.4,0,0,0,25,26.5,0,0,0,25,26.2,0,0,0
27,27.5,0,0,0,27,27.2,0,0,0,25,26.8,0,0,0,25,27,0,0,0,25,26.6,0,0,0,25,25.7,0,0,0,25,26.5,0,0,0,25,26.2,0,0,0
27,27.6,0,0,0,27,27.2,0,0,0,25,26.8,0,0,0,25,27.1,0,0,0,25,26.7,0,0,0,25,26,0,0,0,25,26.5,0,0,0,25,26.3,0,0,0
27,27.6,0,0,0,27,27.3,0,0,0,25,26.8,0,0,0,25,27.1,0,0,0,25,26.8,0,0,0,25,26.2,0,0,0,25,26.6,0,0,0,25,26.4,0,0,0
27,27.1,0,0,0,27,27.2,0,0,0,25,26.6,0,0,0,25,23.3,0,0,0,25,23.5,0,0,0,25,22.9,0,0,0,25,26.8,0,0,0,25,22.8,0,0,0
27,25.5,5,0,0,27,25.1,5,0,0,25,25,5,3,3,25,24.9,5,3,3,25,24.2,5,2,2,25,24.8,5,1,1,25,24.9,58,44,44,25,25.1,58,55,55
27,26.4,60,0,0,27,26.4,60,0,0,25,25.1,60,9,9,25,25,60,60,60,25,24.9,60,60,60,25,25.1,60,13,13,25,24.9,60,0,0,25,24.7,60,60,60
27,26.6,60,0,0,27,26.7,60,0,0,25,25.1,60,19,19,25,24.8,60,60,60,25,24.9,60,44,44,25,25,60,42,42,26,25.4,60,0,0,26,25.5,60,14,14
27,26.6,60,0,0,27,26.7,60,0,0,25,25,60,17,17,25,24.7,60,60,60,25,24.9,60,46,46,25,24.9,60,37,37,26,25.8,60,0,0,26,26.2,60,31,31
27,26.7,60,0,0,27,26.8,60,0,0,25,25.1,60,17,17,25,24.7,60,60,60,25,25.1,60,30,30,25,25,60,16,16,26,25.6,60,0,0,26,25.7,60,40,40
27,26.7,60,0,0,27,26.8,60,0,0,25,25,60,19,19,25,24.7,60,60,60,25,24.6,60,60,60,25,24.8,60,34,34,26,25.8,60,0,0,26,26.2,60,28,28
27,26.8,60,0,0,27,26.9,60,0,0,25,25,60,20,20,25,24.7,60,60,60,25,25,60,41,41,25,25.2,60,19,19,26,25.7,60,0,0,26,25.8,60,60,60
27,26.8,60,0,0,27,26.9,60,0,0,25,25,60,11,11,25,24.7,60,60,60,25,25,60,27,27,25,25,60,25,25,26,25.7,60,0,0,26,25.7,60,60,60
27,26.5,60,6,6,27,26.5,60,6,6,25,25,60,27,27,25,24.9,60,39,39,25,25,60,35,35,25,24.9,60,22,22,26,25.3,60,6,6,26,25.5,60,33,33
27,26.6,60,0,0,27,26.8,60,0,0,25,24.9,60,19,19,25,24.9,60,60,60,25,25,60,41,41,25,24.9,60,41,41,26,25.9,60,0,0,26,26.2,60,26,26
27,27.7,0,0,0,27,27.7,0,0,0,25,23.7,0,0,0,25,23.1,0,0,0,25,26.2,57,56,56,25,25.4,57,57,57,26,25.6,57,6,6,26,25.7,57,6,6
27,27.6,0,0,0,27,27.5,0,0,0,25,24.9,0,0,0,25,22.9,0,0,0,25,26.3,60,60,60,25,25.3,60,60,60,26,25.7,60,0,0,26,25.8,60,0,0
27,27.4,0,0,0,27,27.6,0,0,0,25,26.6,0,0,0,25,22.7,0,0,0,25,26.6,58,58,58,25,25.6,58,55,55,25,24.9,58,29,29,25,25.1,58,58,58
27,27.2,0,0,0,27,27.6,0,0,0,25,26.7,0,0,0,25,22.3,0,0,0,25,26.4,60,60,60,25,25.4,60,60,60,25,25,60,6,6,25,25,60,60,60
27,22.1,0,0,0,27,23.3,0,0,0,25,20,0,0,0,25,16.2,0,0,0,25,26.4,0,0,0,25,25.4,0,0,0,25,24.5,0,0,0,25,24.6,0,0,0
27,26.2,0,0,0,27,25.9,0,0,0,25,25.1,0,0,0,25,24.6,0,0,0,25,26.2,0,0,0,25,25.5,0,0,0,25,25.7,0,0,0,25,25.9,0,0,0
27,27,0,0,0,27,26.6,0,0,0,25,25.9,0,0,0,25,25.9,0,0,0,25,26.3,0,0,0,25,25.3,0,0,0,25,26.1,0,0,0,25,26.1,0,0,0
27,27.2,0,0,0,27,26.9,0,0,0,25,26.2,0,0,0,25,26.4,0,0,0,25,26.5,0,0,0,25,25.4,0,0,0,25,26.2,0,0,0,25,26.2,0,0,0
27,27.4,0,0,0,27,27,0,0,0,25,26.5,0,0,0,25,26.7,0,0,0,25,26.5,0,0,0,25,25.5,0,0,0,25,26.2,0,0,0,25,26.2,0,0,0
27,27.6,0,0,0,27,27.2,0,0,0,25,26.6,0,0,0,25,26.9,0,0,0,25,26.6,0,0,0,25,25.8,0,0,0,25,26.3,0,0,0,25,26.3,0,0,0
27,27.6,0,0,0,27,27.2,0,0,0,25,26.7,0,0,0,25,27,0,0,0,25,26.7,0,0,0,25,26,0,0,0,25,26.3,0,0,0,25,26.4,0,0,0
27,26.8,25,13,13,27,26.7,25,0,0,25,26,25,25,25,25,26.2,25,25,25,25,25.6,25,23,23,25,25.6,25,25,25,25,25.2,25,17,17,25,25.3,25,18,18
27,26.6,60,0,0,27,26.3,60,0,0,25,24.7,60,39,39,25,25.3,60,60,60,25,24.7,60,0,0,25,24.6,60,39,39,25,24.9,60,0,0,25,25.1,60,19,19
27,26.3,60,0,0,27,26.1,60,0,0,25,24.4,60,0,0,25,24.7,60,60,60,25,25.1,60,15,15,25,25.2,60,0,0,25,25.2,60,0,0,25,24.7,60,36,36
27,26.5,60,0,0,27,26.5,60,0,0,25,24.9,60,0,0,25,24.8,60,60,60,25,25,60,27,27,25,25,60,24,24,25,25.3,60,0,0,25,25,60,55,55
27,26.7,60,0,0,27,26.6,60,0,0,25,25.3,60,0,0,25,24.9,60,60,60,25,24.9,60,50,50,25,25,60,15,15,25,25.3,60,0,0,25,24.8,60,60,60
27,26.6,60,0,0,27,26.7,60,0,0,25,25.3,60,0,0,25,24.6,60,60,60,25,24.8,60,60,60,25,25.3,60,0,0,25,25.2,60,0,0,25,24.8,60,60,60
27,26.7,60,0,0,27,26.8,60,0,0,25,25.1,60,18,18,25,24.7,60,60,60,25,25,60,39,39,25,25.2,60,21,21,25,25.2,60,10,10,25,24.8,60,51,51
27,26.8,60,0,0,27,26.9,60,0,0,25,25,60,9,9,25,24.7,60,60,60,25,25.1,60,31,31,25,25,60,19,19,25,24.9,60,8,8,25,25.1,60,27,27
27,26.5,60,7,7,27,26.5,60,7,7,25,24.9,60,24,24,25,24.8,60,60,60,25,25,60,43,43,25,25,60,37,37,25,25.1,60,7,7,25,25.1,60,41,41
27,26.8,60,0,0,27,26.9,60,0,0,25,25,60,13,13,25,24.9,60,60,60,25,25.1,60,35,35,25,25,60,10,10,24,25,60,22,22,24,25,60,38,38
27,26.9,60,0,0,27,27,60,0,0,25,25,60,13,13,25,24.7,60,60,60,25,25,60,60,60,25,25.4,60,0,0,24,23.8,60,48,48,24,24,60,60,60
27,26.9,60,0,0,27,27,60,0,0,25,25.1,60,8,8,25,24.8,60,60,60,25,25,60,41,41,25,25.1,60,13,13,24,23.9,60,35,35,24,24,60,60,60
27,26.9,60,0,0,27,27,60,0,0,25,25.2,60,13,13,25,24.8,60,60,60,25,24.9,60,60,60,25,25.4,60,0,0,24,24,60,27,27,24,24,60,49,49
27,28,0,0,0,27,28,0,0,0,25,24.8,0,0,0,25,22.7,0,0,0,25,26.2,55,54,54,25,25.4,55,55,55,25,24.6,55,10,10,25,24.8,55,55,55
27,27.7,0,0,0,27,27.7,0,0,0,25,26.6,0,0,0,25,22.2,0,0,0,25,26.1,60,60,60,25,24.9,60,60,60,25,24.8,60,0,0,25,24.7,60,60,60
27,27.5,0,0,0,27,28.2,0,0,0,25,27,0,0,0,25,22.4,0,0,0,25,26.5,51,51,51,25,25.4,51,51,51,25,25.1,51,0,0,25,25.3,51,0,0
27,27.4,0,0,0,27,28,0,0,0,25,27.1,0,0,0,25,22.2,0,0,0,25,26.6,60,60,60,25,25.5,60,60,60,25,25.1,60,0,0,25,25.3,60,39,39
27,27.4,0,0,0,27,28,0,0,0,25,27.1,0,0,0,25,22.3,0,0,0,25,26.4,0,0,0,25,25.5,0,0,0,25,25.1,0,0,0,25,25,0,0,0
27,27.7,0,0,0,27,27.5,0,0,0,25,27,0,0,0,25,25.6,0,0,0,25,26.2,0,0,0,25,25.6,0,0,0,25,26.2,0,0,0,25,25.9,0,0,0
27,27.8,0,0,0,27,27.6,0,0,0,25,26.9,0,0,0,25,26.4,0,0,0,25,26.4,0,0,0,25,25.3,0,0,0,25,26.4,0,0,0,25,26,0,0,0
27,27.8,0,0,0,27,27.7,0,0,0,25,26.9,0,0,0,25,26.8,0,0,0,25,26.6,0,0,0,25,25.3,0,0,0,25,26.4,0,0,0,25,26.1,0,0,0
27,27.9,0,0,0,27,27.7,0,0,0,25,27,0,0,0,25,26.9,0,0,0,25,26.6,0,0,0,25,25.4,0,0,0,25,26.4,0,0,0,25,26.2,0,0,0
27,27.9,0,0,0,27,27.7,0,0,0,25,27,0,0,0,25,27.1,0,0,0,25,26.8,0,0,0,25,25.6,0,0,0,25,26.4,0,0,0,25,26.2,0,0,0
27,27.9,0,0,0,27,27.7,0,0,0,25,27.1,0,0,0,25,27.2,0,0,0,25,26.8,0,0,0,25,25.8,0,0,0,25,26.5,0,0,0,25,26.3,0,0,0
27,28,0,0,0,27,27.7,0,0,0,25,27.1,0,0,0,25,27.2,0,0,0,25,26.9,0,0,0,25,26,0,0,0,25,26.5,0,0,0,25,26.4,0,0,0
27,28,0,0,0,27,27.8,0,0,0,25,27.1,0,0,0,25,27.3,0,0,0,25,27.1,0,0,0,25,26.2,0,0,0,25,26.6,0,0,0,25,26.5,0,0,0
27,28,0,0,0,27,27.8,0,0,0,25,27.2,0,0,0,25,27.3,0,0,0,25,27.1,0,0,0,25,26.5,0,0,0,25,26.7,0,0,0,25,26.6,0,0,0
27,28.1,0,0,0,27,27.8,0,0,0,25,27.2,0,0,0,25,27.4,0,0,0,25,27.2,0,0,0,25,26.7,0,0,0,25,26.8,0,0,0,25,26.7,0,0,0
27,27.8,0,0,0,27,28,0,0,0,25,27.2,0,0,0,25,25.5,0,0,0,25,26.4,54,54,54,25,25.9,54,54,54,25,25,54,23,23,25,25.2,54,54,54
27,27.2,0,0,0,27,27.2,0,0,0,25,26.6,0,0,0,25,25.8,0,0,0,25,25.5,60,60,60,25,25.2,60,60,60,25,24.8,60,0,0,25,24.6,60,60,60
27,27.1,0,0,0,27,27.1,0,0,0,25,26.5,0,0,0,25,26.1,0,0,0,25,25.4,60,60,60,25,25.1,60,60,60,25,24.8,60,0,0,25,24.5,60,60,60
27,27.2,0,0,0,27,27.1,0,0,0,25,26.5,0,0,0,25,26.2,0,0,0,25,25.3,60,60,60,25,25,60,60,60,25,24.8,60,0,0,25,24.7,60,20,20
27,27.2,0,0,0,27,27.2,0,0,0,25,26.6,0,0,0,25,26.3,0,0,0,25,25.6,60,60,60,25,25.1,60,60,60,25,25.1,60,0,0,25,25.4,60,0,0
27,27.4,0,0,0,27,27.5,0,0,0,25,27,0,0,0,25,26.7,0,0,0,25,25.7,60,60,60,25,25.2,60,60,60,25,24.9,60,6,6,25,25,60,28,28
27,27.2,0,0,0,27,27.2,0,0,0,25,26.7,0,0,0,25,26.5,0,0,0,25,25.8,60,60,60,25,25.2,60,60,60,25,25.2,60,0,0,25,25.3,60,28,28
27,27.4,0,0,0,27,27.4,0,0,0,25,26.9,0,0,0,25,26.7,0,0,0,25,25.9,60,60,60,25,25.2,60,60,60,25,25.1,60,0,0,25,24.9,60,60,60
27,27.6,0,0,0,27,27.7,0,0,0,25,27.1,0,0,0,25,26.9,0,0,0,25,25.8,60,60,60,25,25.2,60,60,60,25,25,60,0,0,25,24.8,60,60,60
27,22,0,0,0,27,21.7,0,0,0,25,20.7,0,0,0,25,21.5,0,0,0,25,26,49,48,48,25,25.2,49,46,46,25,24.8,60,8,8,25,24.9,60,16,16
27,23.4,0,0,0,27,24.1,0,0,0,25,24.4,0,0,0,25,23.5,0,0,0,25,25.8,60,60,60,25,25,60,60,60,25,24.9,60,0,0,25,25.1,60,0,0
27,26.4,0,0,0,27,26.7,0,0,0,25,26.2,0,0,0,25,26.1,0,0,0,25,25.8,0,0,0,25,25.3,0,0,0,25,24.9,0,0,0,25,25.2,0,0,0
27,27.3,0,0,0,27,27.1,0,0,0,25,26.4,0,0,0,25,26.8,0,0,0,25,25.7,0,0,0,25,25.3,0,0,0,25,26.3,0,0,0,25,26.7,0,0,0
27,27.5,0,0,0,27,27.2,0,0,0,25,26.5,0,0,0,25,27,0,0,0,25,26,0,0,0,25,25.1,0,0,0,25,26.4,0,0,0,25,26.7,0,0,0
27,27.6,0,0,0,27,27.2,0,0,0,25,26.6,0,0,0,25,27.2,0,0,0,25,26.1,0,0,0,25,25.2,0,0,0,25,26.3,0,0,0,25,26.4,0,0,0
27,27.6,0,0,0,27,27.3,0,0,0,25,26.6,0,0,0,25,27.2,0,0,0,25,26.2,0,0,0,25,25.3,0,0,0,25,26.3,0,0,0,25,26.3,0,0,0
27,27.6,0,0,0,27,27.3,0,0,0,25,26.7,0,0,0,25,27.2,0,0,0,25,26.2,0,0,0,25,25.4,0,0,0,25,26.3,0,0,0,25,26.2,0,0,0
27,27.7,0,0,0,27,27.3,0,0,0,25,26.7,0,0,0,25,27.2,0,0,0,25,26.3,0,0,0,25,25.6,0,0,0,25,26.3,0,0,0,25,26.2,0,0,0
27,27.8,0,0,0,27,27.4,0,0,0,25,26.7,0,0,0,25,27.3,0,0,0,25,26.4,0,0,0,25,25.8,0,0,0,25,26.3,0,0,0,25,26.2,0,0,0
27,27.7,0,0,0,27,27.4,0,0,0,25,26.8,0,0,0,25,27.3,0,0,0,25,26.4,0,0,0,25,25.9,0,0,0,25,26.4,0,0,0,25,26.3,0,0,0
27,27.9,0,0,0,27,27.5,0,0,0,25,26.9,0,0,0,25,27.4,0,0,0,25,26.5,0,0,0,25,26.2,0,0,0,25,26.4,0,0,0,25,26.4,0,0,0
27,27.8,0,0,0,27,27.5,0,0,0,25,26.9,0,0,0,25,27.4,0,0,0,25,26.5,0,0,0,25,26.4,0,0,0,25,26.5,0,0,0,25,26.4,0,0,0
27,27.8,0,0,0,27,27.5,0,0,0,25,26.9,0,0,0,25,27.4,0,0,0,25,26.6,0,0,0,25,26.6,0,0,0,25,26.5,0,0,0,25,26.4,0,0,0
27,27.9,0,0,0,27,27.5,0,0,0,25,26.9,0,0,0,25,27.4,0,0,0,25,26.6,0,0,0,25,26.7,0,0,0,25,26.6,0,0,0,25,26.5,0,0,0
27,27.8,0,0,0,27,28.2,0,0,0,25,27.1,0,0,0,25,27.5,0,0,0,25,26.6,44,44,44,25,25.9,44,43,43,25,25.1,56,35,35,25,25.3,56,56,56
27,27.7,0,0,0,27,28.2,0,0,0,25,27.1,0,0,0,25,27.3,0,0,0,25,26.4,60,60,60,25,25.5,60,60,60,25,25,60,0,0,25,25,60,60,60
27,27.7,0,0,0,27,28.2,0,0,0,25,27.1,0,0,0,25,27.2,0,0,0,25,26.3,60,60,60,25,25.6,60,60,60,25,25.1,60,0,0,25,25.1,60,60,60
27,27.7,0,0,0,27,28.3,0,0,0,25,27.1,0,0,0,25,27.2,0,0,0,25,26.2,60,60,60,25,25.7,60,60,60,25,25.1,60,0,0,25,25,60,60,60
27,27.8,0,0,0,27,28.2,0,0,0,25,27.1,0,0,0,25,27.2,0,0,0,25,26.2,60,60,60,25,25.8,60,60,60,25,25.1,60,0,0,25,25,60,60,60
27,27.8,0,0,0,27,28.3,0,0,0,25,27.2,0,0,0,25,27.3,0,0,0,25,26.3,60,60,60,25,25.8,60,60,60,25,25.1,60,0,0,25,25,60,60,60
27,27.8,0,0,0,27,28.3,0,0,0,25,27.2,0,0,0,25,27.3,0,0,0,25,26.3,60,60,60,25,25.7,60,60,60,25,25.1,60,0,0,25,25,60,60,60
