リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,室内機サーモＯＮ時間積算
25,22.7,0,0,0,25,26.8,0,0,0,25,26.2,0,0,0,25,22.7,0,0,0,26,26.1,60,60,60,26,26.3,60,0,0,26,26.2,60,0,0,26,25.7,60,60,60
25,22.9,0,0,0,25,27.2,0,0,0,25,26.7,0,0,0,25,22.8,0,0,0,26,26.3,60,49,49,26,26.3,60,0,0,26,26.1,60,0,0,26,26,60,0,0
25,22.8,0,0,0,25,27.2,0,0,0,25,26.5,0,0,0,25,22.6,0,0,0,26,26,60,60,60,26,26.2,60,0,0,26,26.1,60,0,0,26,26,60,0,0
25,22.8,0,0,0,25,27,0,0,0,25,26.3,0,0,0,25,22.6,0,0,0,26,26,0,0,0,26,26.2,0,0,0,26,26.1,0,0,0,26,26,0,0,0
25,25.9,0,0,0,25,26.8,0,0,0,25,26.5,0,0,0,25,25.7,0,0,0,26,26.8,0,0,0,26,26.2,0,0,0,26,27.3,0,0,0,26,27.4,0,0,0
25,26.6,0,0,0,25,26.9,0,0,0,25,26.7,0,0,0,25,26.6,0,0,0,26,27.1,0,0,0,26,25.6,0,0,0,26,27.2,0,0,0,26,27.3,0,0,0
25,27,0,0,0,25,27,0,0,0,25,26.7,0,0,0,25,26.8,0,0,0,26,27.2,0,0,0,26,25.7,0,0,0,26,27.2,0,0,0,26,27.2,0,0,0
25,27.2,0,0,0,25,27,0,0,0,25,26.8,0,0,0,25,27.1,0,0,0,26,27.2,0,0,0,26,26,0,0,0,26,27.2,0,0,0,26,27.2,0,0,0
25,27.2,0,0,0,25,27.1,0,0,0,25,26.8,0,0,0,25,27.2,0,0,0,26,27.3,0,0,0,26,26.3,0,0,0,26,27.2,0,0,0,26,27.2,0,0,0
25,27.3,0,0,0,25,27.1,0,0,0,25,26.9,0,0,0,25,27.2,0,0,0,26,27.3,0,0,0,26,26.7,0,0,0,26,27.2,0,0,0,26,27.2,0,0,0
25,27.3,0,0,0,25,27.1,0,0,0,25,27,0,0,0,25,27.2,0,0,0,26,27.4,0,0,0,26,27,0,0,0,26,27.2,0,0,0,26,27.2,0,0,0
25,27.4,0,0,0,25,27.2,0,0,0,25,27,0,0,0,25,27.3,0,0,0,26,27.5,0,0,0,26,27.2,0,0,0,26,27.2,0,0,0,26,27.2,0,0,0
25,24.5,0,0,0,25,27.2,0,0,0,25,26.9,0,0,0,25,25.3,0,0,0,26,25.2,0,0,0,26,26.4,0,0,0,26,27.4,0,0,0,26,26.9,0,0,0
25,26.4,12,12,12,25,26.3,12,12,12,25,26.3,12,12,12,25,26.4,12,12,12,26,25.7,12,7,7,26,26.3,12,9,9,26,26.2,17,14,14,26,26.4,17,17,17
25,25.1,60,60,60,25,25,60,21,21,25,24.9,60,33,33,25,25.3,60,60,60,26,25.8,60,38,38,26,26.1,60,2,2,26,25.6,60,2,2,26,26.1,60,29,29
25,25,60,60,60,25,25,60,3,3,25,24.9,60,25,25,25,25.1,60,60,60,26,25.9,60,16,16,26,26,60,18,18,26,26.1,60,0,0,26,26.1,60,60,60
25,24.9,60,60,60,25,24.9,60,26,26,25,24.9,60,21,21,25,25,60,60,60,26,26,60,28,28,26,26.1,60,12,12,26,26.1,60,0,0,26,25.8,60,60,60
25,24.9,60,60,60,25,25.3,60,0,0,25,25,60,21,21,25,25,60,60,60,26,26,60,21,21,26,26.1,60,10,10,26,26,60,0,0,26,25.6,60,60,60
25,24.9,60,60,60,25,25.1,60,21,21,25,25,60,21,21,25,24.9,60,60,60,26,26,60,19,19,26,26,60,20,20,26,26,60,5,5,26,26,60,24,24
25,24.8,60,60,60,25,24.9,60,22,22,25,25,60,10,10,25,24.9,60,60,60,25,25.2,60,55,55,25,25.3,60,55,55,26,25.8,60,0,0,26,25.9,60,32,32
25,24.7,60,60,60,25,25,60,12,12,25,25.1,60,10,10,25,24.8,60,60,60,25,25,60,40,40,25,24.9,60,60,60,26,25.9,60,0,0,26,26,60,33,33
25,24.7,60,60,60,25,25.3,60,9,9,25,25.2,60,0,0,25,24.8,60,60,60,25,25.1,60,40,40,25,24.8,60,60,60,26,25.9,60,0,0,26,25.9,60,29,29
25,24.7,60,60,60,25,25,60,15,15,25,25.3,60,0,0,25,24.9,60,60,60,25,24.9,60,43,43,25,24.7,60,60,60,26,25.8,60,0,0,26,25.7,60,35,35
25,22.2,0,0,0,25,25.8,0,0,0,25,26.9,0,0,0,25,22.3,0,0,0,25,25.5,39,37,37,25,25.5,39,36,36,26,26,60,0,0,26,26,60,32,32
25,21.8,0,0,0,25,26.1,0,0,0,25,26.7,0,0,0,25,21.8,0,0,0,25,25.2,60,60,60,25,25.5,60,60,60,26,25.8,60,0,0,26,25.8,60,1,1
25,21.2,0,0,0,25,26.2,0,0,0,25,26.4,0,0,0,25,21.3,0,0,0,25,25.3,0,0,0,25,25.4,0,0,0,26,25.9,46,0,0,26,26.2,46,0,0
25,24.9,0,0,0,25,26.5,0,0,0,25,26.7,0,0,0,25,24.7,0,0,0,25,25.4,0,0,0,25,24.5,0,0,0,26,26.9,0,0,0,26,27.3,0,0,0
25,26,0,0,0,25,26.7,0,0,0,25,26.7,0,0,0,25,25.8,0,0,0,25,26.2,0,0,0,25,24.8,0,0,0,26,27.3,0,0,0,26,27.8,0,0,0
25,26.5,0,0,0,25,26.8,0,0,0,25,26.7,0,0,0,25,26.4,0,0,0,25,26.7,0,0,0,25,25,0,0,0,26,27.3,0,0,0,26,27.7,0,0,0
25,26.8,0,0,0,25,26.8,0,0,0,25,26.8,0,0,0,25,26.6,0,0,0,25,26.8,0,0,0,25,25.3,0,0,0,26,27.2,0,0,0,26,27.3,0,0,0
25,27,0,0,0,25,26.9,0,0,0,25,26.8,0,0,0,25,26.8,0,0,0,25,26.9,0,0,0,25,25.6,0,0,0,26,27.1,0,0,0,26,27.2,0,0,0
25,27.1,0,0,0,25,26.9,0,0,0,25,26.8,0,0,0,25,26.9,0,0,0,25,27,0,0,0,25,25.9,0,0,0,26,27.1,0,0,0,26,27.2,0,0,0
25,27.2,0,0,0,25,27,0,0,0,25,26.9,0,0,0,25,27,0,0,0,25,27.1,0,0,0,25,26.2,0,0,0,26,27.1,0,0,0,26,27.2,0,0,0
25,27.2,0,0,0,25,27,0,0,0,25,26.8,0,0,0,25,27.1,0,0,0,25,27.2,0,0,0,25,26.5,0,0,0,26,27.1,0,0,0,26,27.2,0,0,0
25,27.2,0,0,0,25,27,0,0,0,25,26.9,0,0,0,25,27.1,0,0,0,25,27.2,0,0,0,25,26.8,0,0,0,26,27.1,0,0,0,26,27.2,0,0,0
25,27.3,0,0,0,25,27.1,0,0,0,25,26.9,0,0,0,25,27.2,0,0,0,25,27.2,0,0,0,25,27.1,0,0,0,26,27.1,0,0,0,26,27.3,0,0,0
25,25.4,0,0,0,25,27.1,0,0,0,25,26.8,0,0,0,25,25.6,0,0,0,25,26.3,0,0,0,25,25.6,0,0,0,26,27.2,0,0,0,26,27.1,0,0,0
25,25.4,3,2,2,25,26.7,3,3,3,25,26.5,3,3,3,25,25.1,3,2,2,25,25.4,20,19,19,25,26,20,20,20,26,25.9,21,9,9,26,26,21,12,12
25,25.1,60,60,60,25,25,60,29,29,25,25.2,60,13,13,25,25.1,60,60,60,25,24.9,60,42,42,25,25.1,60,60,60,26,25.7,60,0,0,26,26.2,60,34,34
26,25.1,60,24,24,26,25.1,60,20,20,25,25.1,60,11,11,25,24.8,60,60,60,25,24.8,60,42,42,25,24.9,60,45,45,26,25.4,60,7,7,26,25.7,60,45,45
26,26,60,0,0,26,26.1,60,0,0,25,25.2,60,15,15,25,24.7,60,60,60,25,24.9,60,49,49,25,25,60,58,58,25,25.6,60,10,10,25,26,60,22,22
26,26.4,60,0,0,26,26.4,60,0,0,25,25,60,20,20,25,24.7,60,60,60,25,25,60,26,26,25,25.1,60,30,30,25,24.9,60,7,7,25,25.3,60,60,60
26,26.4,60,0,0,26,26,60,13,13,25,25.1,60,20,20,25,24.6,60,60,60,25,25.2,60,32,32,25,24.9,60,60,60,25,25,60,14,14,25,25.3,60,60,60
26,26.4,60,0,0,26,26.1,60,13,13,25,24.9,60,19,19,25,24.7,60,60,60,25,24.9,60,34,34,25,24.9,60,41,41,25,24.9,60,14,14,25,25.3,60,60,60
26,26.1,60,14,14,26,26.3,60,7,7,25,25,60,32,32,25,24.8,60,40,40,25,25.1,60,31,31,25,24.8,60,60,60,25,25.1,60,14,14,25,25.3,60,60,60
26,26.2,60,12,12,26,25.9,60,11,11,25,24.9,60,22,22,25,24.8,60,60,60,25,25.1,60,36,36,25,24.7,60,43,43,25,24.9,60,11,11,25,25.3,60,60,60
26,26.2,60,0,0,26,26,60,10,10,25,24.9,60,11,11,25,24.7,60,60,60,25,24.8,60,45,45,25,25.3,60,22,22,25,25.1,60,8,8,25,25.4,60,60,60
26,27.3,0,0,0,26,26.7,0,0,0,25,26.2,0,0,0,25,22.4,0,0,0,25,25.5,57,54,54,25,25.4,57,45,45,25,24.8,57,31,31,25,25,57,57,57
26,23.2,0,0,0,26,23.3,0,0,0,25,23.4,0,0,0,25,21.4,0,0,0,25,25.3,60,60,60,25,25.5,60,60,60,25,25,60,0,0,25,25.1,60,60,60
26,26.4,0,0,0,26,26.4,0,0,0,25,26.2,0,0,0,25,22.2,0,0,0,25,25.5,60,60,60,25,25.5,60,60,60,25,25.2,60,0,0,25,25.3,60,37,37
26,26.7,0,0,0,26,26.6,0,0,0,25,26.4,0,0,0,25,22,0,0,0,25,25.4,60,60,60,25,25.5,60,60,60,25,25,60,0,0,25,25.1,60,60,60
26,26.8,0,0,0,26,26.7,0,0,0,25,26.5,0,0,0,25,22.1,0,0,0,25,25.5,0,0,0,25,25.5,0,0,0,25,25,0,0,0,25,25.1,0,0,0
26,27.2,0,0,0,26,26.8,0,0,0,25,26.7,0,0,0,25,25.4,0,0,0,25,26.3,0,0,0,25,25.5,0,0,0,25,26.4,0,0,0,25,26.2,0,0,0
26,27.3,0,0,0,26,27,0,0,0,25,26.7,0,0,0,25,26.3,0,0,0,25,26.6,0,0,0,25,25.2,0,0,0,25,26.5,0,0,0,25,26.2,0,0,0
26,27.4,0,0,0,26,27.1,0,0,0,25,26.7,0,0,0,25,26.7,0,0,0,25,26.7,0,0,0,25,25.2,0,0,0,25,26.6,0,0,0,25,26.2,0,0,0
26,27.5,0,0,0,26,27.1,0,0,0,25,26.7,0,0,0,25,26.8,0,0,0,25,26.8,0,0,0,25,25.3,0,0,0,25,26.6,0,0,0,25,26.3,0,0,0
26,27.5,0,0,0,26,27.2,0,0,0,25,26.8,0,0,0,25,27,0,0,0,25,26.8,0,0,0,25,25.6,0,0,0,25,26.6,0,0,0,25,26.5,0,0,0
26,27.5,0,0,0,26,27.2,0,0,0,25,26.8,0,0,0,25,27.1,0,0,0,25,26.9,0,0,0,25,25.9,0,0,0,25,26.6,0,0,0,25,26.5,0,0,0
26,27.5,0,0,0,26,27.2,0,0,0,25,26.8,0,0,0,25,27.1,0,0,0,25,27,0,0,0,25,26.1,0,0,0,25,26.7,0,0,0,25,26.6,0,0,0
26,27.5,0,0,0,26,27.2,0,0,0,25,26.9,0,0,0,25,27.2,0,0,0,25,27,0,0,0,25,26.4,0,0,0,25,26.7,0,0,0,25,26.7,0,0,0
26,27.5,0,0,0,26,27.2,0,0,0,25,26.9,0,0,0,25,27.2,0,0,0,25,27.1,0,0,0,25,26.6,0,0,0,25,26.7,0,0,0,25,26.8,0,0,0
26,27.4,0,0,0,26,27.4,0,0,0,25,26.8,0,0,0,25,24.6,0,0,0,25,26.2,30,30,30,25,26.2,30,30,30,25,25.3,30,30,30,25,25.5,30,30,30
26,27,0,0,0,26,27,0,0,0,25,26.6,0,0,0,25,23.3,0,0,0,25,25.4,60,60,60,25,25.7,60,60,60,25,24.7,60,7,7,25,24.8,60,48,48
26,25.2,0,0,0,26,25.4,0,0,0,25,25.2,0,0,0,25,23.5,0,0,0,25,24.9,60,60,60,25,25.3,60,60,60,25,24.9,60,0,0,25,25.2,60,32,32
26,26.1,0,0,0,26,26.1,0,0,0,25,25.7,0,0,0,25,24.6,0,0,0,25,24.8,60,60,60,25,25.3,60,60,60,25,25,60,0,0,25,25,60,60,60
26,26.5,0,0,0,26,26.6,0,0,0,25,26.2,0,0,0,25,25.6,0,0,0,25,24.7,60,60,60,25,25.2,60,60,60,25,24.9,60,0,0,25,24.9,60,60,60
26,26.7,0,0,0,26,26.7,0,0,0,25,26.2,0,0,0,25,26.1,0,0,0,25,24.7,60,60,60,25,25.1,60,60,60,25,24.8,60,0,0,25,24.7,60,60,60
26,24.2,0,0,0,26,24.5,0,0,0,25,24.1,0,0,0,25,23.5,0,0,0,25,24.9,60,31,31,25,25.1,60,60,60,25,24.6,60,6,6,25,24.8,60,15,15
26,26.2,0,0,0,26,26.2,0,0,0,25,25.8,0,0,0,25,25.7,0,0,0,25,24.7,60,60,60,25,25,60,60,60,25,24.9,60,0,0,25,25.3,60,28,28
26,26.4,0,0,0,26,26.4,0,0,0,25,25.9,0,0,0,25,25.9,0,0,0,25,24.8,60,23,23,25,25,60,60,60,25,24.8,60,0,0,25,24.8,60,60,60
26,26.5,0,0,0,26,26.5,0,0,0,25,26.1,0,0,0,25,26.1,0,0,0,25,24.9,60,57,57,25,25,60,60,60,25,24.8,60,0,0,25,24.8,60,60,60
26,26.8,0,0,0,26,26.9,0,0,0,25,26.2,0,0,0,25,26.3,0,0,0,25,25.1,59,45,45,25,25.4,59,48,48,25,24.9,60,0,0,25,25.1,60,0,0
26,26.9,0,0,0,26,26.9,0,0,0,25,26.2,0,0,0,25,26.4,0,0,0,25,24.8,27,27,27,25,25.3,27,27,27,25,24.9,27,5,5,25,25.2,27,6,6
26,25.3,0,0,0,26,25.1,0,0,0,25,24,0,0,0,25,24.8,0,0,0,25,25.4,0,0,0,25,25.3,0,0,0,25,25.4,0,0,0,25,25.6,0,0,0
26,26.3,0,0,0,26,25.9,0,0,0,25,25.1,0,0,0,25,25.9,0,0,0,25,25.6,0,0,0,25,24.8,0,0,0,25,25.6,0,0,0,25,25.5,0,0,0
26,26.6,0,0,0,26,26.2,0,0,0,25,25.5,0,0,0,25,26.2,0,0,0,25,25.8,0,0,0,25,24.9,0,0,0,25,25.7,0,0,0,25,25.6,0,0,0
26,27,0,0,0,26,26.5,0,0,0,25,25.9,0,0,0,25,26.5,0,0,0,25,25.9,0,0,0,25,25.3,0,0,0,25,25.7,0,0,0,25,25.6,0,0,0
26,27,0,0,0,26,26.6,0,0,0,25,26,0,0,0,25,26.6,0,0,0,25,25.9,0,0,0,25,25.3,0,0,0,25,25.7,0,0,0,25,25.6,0,0,0
26,27.1,0,0,0,26,26.7,0,0,0,25,26.1,0,0,0,25,26.8,0,0,0,25,26,0,0,0,25,25.5,0,0,0,25,25.8,0,0,0,25,25.7,0,0,0
26,27.2,0,0,0,26,26.7,0,0,0,25,26.2,0,0,0,25,26.8,0,0,0,25,26.1,0,0,0,25,25.8,0,0,0,25,25.8,0,0,0,25,25.7,0,0,0
26,27.2,0,0,0,26,26.8,0,0,0,25,26.2,0,0,0,25,26.9,0,0,0,25,26.1,0,0,0,25,26.1,0,0,0,25,25.9,0,0,0,25,25.8,0,0,0
26,27.2,0,0,0,26,26.9,0,0,0,25,26.2,0,0,0,25,27,0,0,0,25,26.2,0,0,0,25,26.2,0,0,0,25,25.9,0,0,0,25,25.8,0,0,0
26,27.2,0,0,0,26,26.9,0,0,0,25,26.2,0,0,0,25,27,0,0,0,25,26.2,0,0,0,25,26.3,0,0,0,25,26,0,0,0,25,25.9,0,0,0
26,27.2,0,0,0,26,26.9,0,0,0,25,26.3,0,0,0,25,27,0,0,0,25,26.2,0,0,0,25,26.4,0,0,0,25,26.1,0,0,0,25,26.1,0,0,0
26,27.3,0,0,0,26,26.9,0,0,0,25,26.4,0,0,0,25,27.1,0,0,0,25,26.6,0,0,0,25,26.6,0,0,0,25,26.2,0,0,0,25,26.3,0,0,0
26,27.4,0,0,0,26,27,0,0,0,25,26.4,0,0,0,25,27.1,0,0,0,25,26.7,0,0,0,25,26.8,0,0,0,25,26.3,0,0,0,25,26.3,0,0,0
26,26.9,13,13,13,26,26.5,13,13,13,25,25.8,13,13,13,25,26.3,13,13,13,25,26.1,45,44,44,25,25.7,45,44,44,25,24.9,48,28,28,25,25,48,48,48
26,25.2,25,25,25,26,24.8,25,25,25,25,23.9,25,25,25,25,24.7,25,25,25,25,25.1,60,35,35,25,24.9,60,60,60,25,24.9,60,0,0,25,24.8,60,60,60
26,22.5,0,0,0,26,21.8,0,0,0,25,21.1,0,0,0,25,21.8,0,0,0,25,25.9,60,60,60,25,25.3,60,60,60,25,24.9,60,0,0,25,24.9,60,60,60
26,22.4,0,0,0,26,21.7,0,0,0,25,21.4,0,0,0,25,21.8,0,0,0,25,26.1,60,60,60,25,25.5,60,29,29,25,25,60,0,0,25,25,60,30,30
26,22.4,0,0,0,26,22.4,0,0,0,25,22.7,0,0,0,25,21.8,0,0,0,26,26,60,60,60,26,25.7,60,41,41,26,25.1,60,4,4,26,25.3,60,4,4
26,21.9,0,0,0,26,21.8,0,0,0,25,22.3,0,0,0,25,21.3,0,0,0,26,26.3,60,60,60,26,26,60,0,0,26,25.5,60,0,0,26,25.5,60,0,0
26,22.7,0,0,0,26,24.2,0,0,0,25,25.3,0,0,0,25,22.2,0,0,0,26,26.6,60,60,60,26,26.3,60,0,0,26,25.8,60,0,0,26,25.7,60,0,0
26,23,0,0,0,26,26.5,0,0,0,25,26.6,0,0,0,25,23.6,0,0,0,26,26.7,60,60,60,26,26.4,60,0,0,26,25.9,60,0,0,26,25.8,60,0,0
26,24.5,0,0,0,26,27.3,0,0,0,25,27.1,0,0,0,25,25.9,0,0,0,26,26.7,60,60,60,26,26.3,60,40,40,26,25.9,60,0,0,26,25.9,60,0,0
26,20.3,0,0,0,26,21.4,0,0,0,25,20.3,0,0,0,25,20,0,0,0,26,26.6,54,52,52,26,26.1,54,35,35,26,25.5,54,5,5,26,25.7,54,6,6
26,24.1,0,0,0,26,24.5,0,0,0,25,24.1,0,0,0,25,23.9,0,0,0,26,26.1,0,0,0,26,26.2,0,0,0,26,26.2,0,0,0,26,26.5,0,0,0
26,26.2,0,0,0,26,26.2,0,0,0,25,25.8,0,0,0,25,26,0,0,0,26,26.2,0,0,0,26,25.8,0,0,0,26,26.8,0,0,0,26,26.9,0,0,0
26,27,0,0,0,26,26.8,0,0,0,25,26.3,0,0,0,25,26.8,0,0,0,26,26.4,0,0,0,26,26.1,0,0,0,26,26.8,0,0,0,26,26.9,0,0,0
26,27.3,0,0,0,26,27.1,0,0,0,25,26.5,0,0,0,25,27.2,0,0,0,26,26.8,0,0,0,26,26.3,0,0,0,26,26.8,0,0,0,26,26.9,0,0,0
26,27.4,0,0,0,26,27.2,0,0,0,25,26.7,0,0,0,25,27.2,0,0,0,26,26.7,0,0,0,26,26.7,0,0,0,26,26.8,0,0,0,26,26.8,0,0,0
26,27.5,0,0,0,26,27.2,0,0,0,25,26.8,0,0,0,25,27.3,0,0,0,26,26.8,0,0,0,26,26.9,0,0,0,26,26.8,0,0,0,26,26.9,0,0,0
26,27.6,0,0,0,26,27.3,0,0,0,25,26.9,0,0,0,25,27.4,0,0,0,26,26.9,0,0,0,26,27,0,0,0,26,26.8,0,0,0,26,26.8,0,0,0
26,27.7,0,0,0,26,27.3,0,0,0,25,26.9,0,0,0,25,27.4,0,0,0,26,27.1,0,0,0,26,27.1,0,0,0,26,26.9,0,0,0,26,26.9,0,0,0
26,27.7,0,0,0,26,27.4,0,0,0,25,27,0,0,0,25,27.5,0,0,0,26,27.2,0,0,0,26,27.2,0,0,0,26,26.9,0,0,0,26,26.9,0,0,0
26,27.7,0,0,0,26,27.4,0,0,0,25,27,0,0,0,25,27.5,0,0,0,26,27.2,0,0,0,26,27.2,0,0,0,26,26.9,0,0,0,26,27,0,0,0
26,27.8,0,0,0,26,27.5,0,0,0,25,27,0,0,0,25,27.6,0,0,0,26,27.2,0,0,0,26,27.3,0,0,0,26,27,0,0,0,26,27,0,0,0
26,27.8,0,0,0,26,27.5,0,0,0,25,27.1,0,0,0,25,27.6,0,0,0,26,27.3,0,0,0,26,27.3,0,0,0,26,27,0,0,0,26,27.1,0,0,0
26,27.4,0,0,0,26,27.7,0,0,0,25,27.2,0,0,0,25,27.5,0,0,0,26,24,0,0,0,26,22.9,0,0,0,26,27.5,0,0,0,26,27.3,0,0,0
26,26.1,31,19,19,26,26,31,13,13,25,25.4,31,16,16,25,26,31,31,31,26,25.9,31,13,13,26,26,31,11,11,26,25.9,31,8,8,26,26,31,8,8
26,25.9,60,22,22,26,26,60,9,9,25,25.1,60,26,26,25,25.3,60,60,60,26,26,60,22,22,26,26.2,60,10,10,26,26,60,0,0,26,25.9,60,52,52
26,26.1,60,10,10,26,26.1,60,14,14,25,25.1,60,26,26,25,25.2,60,60,60,26,25.9,60,36,36,26,26.2,60,8,8,26,26,60,0,0,26,25.7,60,37,37
24,26,60,22,22,24,25.8,60,24,24,24,25,60,20,20,24,25.1,60,60,60,26,26,60,24,24,26,26,60,16,16,26,26.2,60,0,0,26,26,60,57,57
24,25.3,60,60,60,24,25,60,60,60,24,24.4,60,60,60,24,25.1,60,60,60,26,25.8,60,36,36,26,26.1,60,8,8,26,26.2,60,0,0,26,25.9,60,60,60
24,25,60,60,60,24,24.5,60,60,60,24,23.7,60,60,60,24,24.8,60,60,60,26,26.1,60,15,15,26,26,60,17,17,26,26.2,60,0,0,26,25.7,60,60,60
24,24.9,60,60,60,24,24.5,60,60,60,24,23.9,60,60,60,24,24.9,60,60,60,26,25.9,60,23,23,26,26.1,60,15,15,26,26.2,60,0,0,26,25.8,60,60,60
24,24.7,60,60,60,24,24.3,60,60,60,24,23.9,60,34,34,24,24.8,60,60,60,26,26,60,30,30,26,26.1,60,12,12,26,26.2,60,0,0,26,25.8,60,35,35
24,24.6,60,60,60,24,24.2,60,60,60,24,24.1,60,24,24,24,24.7,60,60,60,25,25.1,60,47,47,25,25.1,60,35,35,26,25.7,60,6,6,26,25.7,60,36,36
24,24.6,59,59,59,24,24.2,59,59,59,25,24.2,59,10,10,25,24.7,59,59,59,25,24.8,59,38,38,25,24.8,59,59,59,26,25.9,60,0,0,26,25.9,60,51,51
24,22.3,0,0,0,24,21.3,0,0,0,25,26.1,0,0,0,25,22.5,0,0,0,25,26.2,50,50,50,25,25.5,50,42,42,26,25.8,50,8,8,26,26,50,0,0
24,22.2,0,0,0,24,21.6,0,0,0,25,26.2,0,0,0,25,22.5,0,0,0,25,26.2,60,60,60,25,25.5,60,60,60,26,25.9,60,0,0,26,26.1,60,0,0
24,22.5,0,0,0,24,21.8,0,0,0,25,26.3,0,0,0,25,22.2,0,0,0,25,26.4,36,36,36,25,25.6,36,34,34,26,25.9,50,0,0,26,26,50,0,0
24,24.6,0,0,0,24,24,0,0,0,25,26.4,0,0,0,25,24.3,0,0,0,25,25.8,0,0,0,25,25.7,0,0,0,26,26.7,0,0,0,26,27.1,0,0,0
24,26,0,0,0,24,25.3,0,0,0,25,26.5,0,0,0,25,25.8,0,0,0,25,26.2,0,0,0,25,25.3,0,0,0,26,27.3,0,0,0,26,27.8,0,0,0
24,26.6,0,0,0,24,26,0,0,0,25,26.6,0,0,0,25,26.4,0,0,0,25,26.5,0,0,0,25,25.3,0,0,0,26,27.4,0,0,0,26,27.9,0,0,0
24,27,0,0,0,24,26.2,0,0,0,25,26.7,0,0,0,25,26.7,0,0,0,25,26.8,0,0,0,25,25.4,0,0,0,26,27.4,0,0,0,26,27.8,0,0,0
24,27.2,0,0,0,24,26.5,0,0,0,25,26.8,0,0,0,25,27,0,0,0,25,26.9,0,0,0,25,25.7,0,0,0,26,27.4,0,0,0,26,27.7,0,0,0
24,27.3,0,0,0,24,26.7,0,0,0,25,26.8,0,0,0,25,27.2,0,0,0,25,27.1,0,0,0,25,26,0,0,0,26,27.2,0,0,0,26,27.4,0,0,0
24,27.4,0,0,0,24,26.8,0,0,0,25,26.8,0,0,0,25,27.2,0,0,0,25,27.1,0,0,0,25,26.2,0,0,0,26,27.2,0,0,0,26,27.4,0,0,0
24,27.5,0,0,0,24,26.9,0,0,0,25,26.8,0,0,0,25,27.3,0,0,0,25,27.2,0,0,0,25,26.3,0,0,0,26,27.2,0,0,0,26,27.3,0,0,0
24,27.6,0,0,0,24,26.9,0,0,0,25,26.9,0,0,0,25,27.3,0,0,0,25,27.2,0,0,0,25,26.7,0,0,0,26,27.2,0,0,0,26,27.3,0,0,0
24,27.6,0,0,0,24,27,0,0,0,25,27,0,0,0,25,27.4,0,0,0,25,27.2,0,0,0,25,27,0,0,0,26,27.2,0,0,0,26,27.3,0,0,0
24,23,0,0,0,24,22.3,0,0,0,25,26.8,0,0,0,25,23.5,0,0,0,25,23.7,0,0,0,25,23.3,0,0,0,26,27.4,0,0,0,26,27.2,0,0,0
24,25.1,0,0,0,24,22.8,0,0,0,25,26.8,0,0,0,25,24.9,0,0,0,26,25.9,36,34,34,26,25.9,36,35,35,26,25.8,36,9,9,26,25.9,36,10,10
25,25.5,53,53,53,25,25.1,53,50,50,25,25.3,53,20,20,25,25.5,53,53,53,26,25.9,60,32,32,26,26,60,7,7,26,26,60,0,0,26,26,60,50,50
25,25,60,60,60,25,24.9,60,19,19,25,25.1,60,12,12,25,25.2,60,60,60,26,25.8,60,48,48,26,26.1,60,0,0,26,25.9,60,0,0,26,25.7,60,60,60
25,24.9,60,60,60,25,25.1,60,21,21,25,25.2,60,17,17,25,25.2,60,60,60,26,25.8,60,22,22,26,26.1,60,8,8,26,25.9,60,0,0,26,25.6,60,60,60
25,24.8,60,60,60,25,25,60,25,25,25,25,60,20,20,25,25.1,60,60,60,26,26,60,29,29,26,26.2,60,8,8,26,26,60,0,0,26,25.9,60,34,34
25,24.7,60,60,60,25,24.9,60,23,23,25,25.2,60,0,0,25,25.1,60,60,60,26,25.9,60,46,46,26,25.9,60,5,5,26,26,60,0,0,26,25.8,60,41,41
25,24.7,60,60,60,25,24.9,60,13,13,25,25.1,60,12,12,25,25,60,60,60,26,26,60,21,21,26,26.1,60,9,9,26,26.1,60,0,0,26,26.1,60,45,45
25,24.8,60,60,60,25,24.9,60,29,29,25,25.2,60,14,14,25,25,60,60,60,26,25.9,60,27,27,26,26,60,10,10,26,26,60,0,0,26,25.7,60,60,60
25,24.8,60,42,42,25,25,60,36,36,25,24.8,60,23,23,25,24.9,60,60,60,26,25.8,60,29,29,26,25.9,60,7,7,26,25.5,60,7,7,26,25.5,60,32,32
25,25.1,59,41,41,25,24.7,59,23,23,25,25.4,59,0,0,25,25.1,59,59,59,26,25.8,59,59,59,26,26.1,59,0,0,25,25,60,16,16,25,25.4,60,52,52
