リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
26,27.7,0,0,26,27.6,0,0
26,27.6,0,0,26,27.5,0,0
26,29,0,0,26,28.1,0,0
26,28.8,0,0,26,28,0,0
26,28.8,0,0,26,27.5,0,0
26,28.8,0,0,26,27.2,0,0
26,28.2,0,0,26,27.2,0,0
26,26.9,0,0,26,26.4,0,0
26,26.9,0,0,26,26.2,0,0
26,28.1,0,0,26,26.7,0,0
26,27.9,0,0,26,26.8,0,0
26,27.6,0,0,26,26.7,0,0
26,27.4,0,0,26,26.9,0,0
26,27.2,0,0,26,26.8,0,0
26,27.1,0,0,26,26.7,0,0
26,26.9,0,0,26,26.8,0,0
26,27,0,0,26,27,0,0
26,27.2,0,0,26,27.1,0,0
26,27.4,0,0,26,27.1,0,0
26,27.3,0,0,26,27,0,0
26,27.3,0,0,26,27,0,0
26,27.3,0,0,26,27.1,0,0
26,27.2,0,0,26,27,0,0
26,27.2,0,0,26,27.1,0,0
26,27.3,0,0,26,27.2,0,0
26,27.6,0,0,26,27.2,0,0
26,28.5,0,0,26,27.3,0,0
26,28.7,0,0,26,27.2,0,0
26,28.9,0,0,26,27.1,0,0
26,28.7,0,0,26,27.2,0,0
26,28.4,0,0,26,27.2,0,0
26,27.9,0,0,26,26.8,0,0
26,27.6,0,0,26,26.7,0,0
26,28.1,0,0,26,26.8,0,0
26,28.8,0,0,26,27,0,0
26,28.5,0,0,26,27.1,0,0
26,28,0,0,26,27.2,0,0
26,28.1,0,0,26,27.3,0,0
26,27.9,0,0,26,27.4,0,0
26,28.2,0,0,26,27.5,0,0
26,29,0,0,26,27.7,0,0
