リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
20,27.2,0,0,20,27.2,0,0,20,26.2,0,0,20,26.7,0,0,20,25.4,0,0,20,26.9,0,0,20,25.4,0,0,20,25.5,0,0
20,25.8,23,23,20,26.2,23,23,20,25,23,23,20,25.7,23,23,20,24.4,23,23,20,26,23,23,20,24.6,23,23,20,24.5,23,23
20,23.7,60,60,20,25.4,60,60,20,23.6,60,60,20,24.5,60,60,20,22.7,60,60,20,25.2,60,60,20,23.2,60,60,20,23,60,60
20,23.1,60,60,20,25,60,60,20,22.9,60,60,20,24.4,60,60,20,22.1,60,60,20,24.6,60,60,20,22.2,60,60,20,22.3,60,60
20,23.3,60,60,20,25.1,60,60,20,23.2,60,60,20,24.5,60,60,20,22.2,60,60,20,24.6,60,60,20,22.1,60,60,20,22,60,60
20,23.8,60,60,20,25.6,60,60,20,23.7,60,60,20,24.9,60,60,20,22.6,60,60,20,24.9,60,60,20,22.3,60,60,20,22.4,60,60
20,23.9,60,60,20,25.5,60,60,20,23.7,60,60,20,24.7,60,60,20,22.6,60,60,20,24.8,60,60,20,22.2,60,60,20,22.5,60,60
20,24,60,60,20,25.8,60,60,20,23.9,60,60,20,25,60,60,20,22.7,60,60,20,25,60,60,20,22.4,60,60,20,22.6,60,60
20,24.3,60,60,20,26,60,60,20,24.2,60,60,20,25.3,60,60,20,23.1,60,60,20,25.3,60,60,20,22.5,60,60,20,22.8,60,60
20,24.5,60,60,20,26.1,60,60,20,24.4,60,60,20,25.5,60,60,20,23.1,60,60,20,25.3,60,60,20,22.7,60,60,20,22.8,60,60
20,24.4,60,60,20,26,60,60,20,24.4,60,60,20,25.4,60,60,20,23.1,60,60,20,25,60,60,20,22.6,60,60,20,22.7,60,60
20,24.3,60,60,20,25.7,60,60,20,24.1,60,60,20,25.1,60,60,20,23,60,60,20,24.7,60,60,20,22.3,60,60,20,22.7,60,60
20,23.8,0,0,20,25.4,0,0,20,23.7,0,0,20,24.9,0,0,20,22.5,0,0,20,24.4,0,0,20,22,0,0,20,22.3,0,0
20,25.2,0,0,20,25.7,0,0,20,24.5,0,0,20,25.8,0,0,20,23.7,0,0,20,25.8,0,0,20,23.7,0,0,20,24.7,0,0
20,26.2,0,0,20,26.6,0,0,20,25.2,0,0,20,26.6,0,0,20,24.6,0,0,20,26.4,0,0,20,24.6,0,0,20,25.3,0,0
20,26.5,0,0,20,26.9,0,0,20,25.3,0,0,20,26.8,0,0,20,24.9,0,0,20,26.6,0,0,20,24.8,0,0,20,25.4,0,0
20,26.6,0,0,20,27.1,0,0,20,25.4,0,0,20,26.8,0,0,20,25,0,0,20,26.7,0,0,20,25,0,0,20,25.4,0,0
20,26.8,0,0,20,27.2,0,0,20,25.5,0,0,20,26.9,0,0,20,25.3,0,0,20,26.8,0,0,20,25.1,0,0,20,25.5,0,0
20,26.8,0,0,20,27.2,0,0,20,25.6,0,0,20,26.9,0,0,20,25.2,0,0,20,26.8,0,0,20,25.2,0,0,20,25.6,0,0
20,27,0,0,20,27.2,0,0,20,25.9,0,0,20,26.9,0,0,20,25.3,0,0,20,26.9,0,0,20,25.3,0,0,20,25.6,0,0
20,27.1,0,0,20,27.3,0,0,20,25.9,0,0,20,27,0,0,20,25.4,0,0,20,26.9,0,0,20,25.3,0,0,20,25.7,0,0
20,27.2,0,0,20,27.3,0,0,20,26,0,0,20,27,0,0,20,25.5,0,0,20,27,0,0,20,25.4,0,0,20,25.7,0,0
20,27.2,0,0,20,27.3,0,0,20,26.2,0,0,20,27,0,0,20,25.6,0,0,20,27.1,0,0,20,25.5,0,0,20,25.8,0,0
20,27.4,0,0,20,27.4,0,0,20,26.3,0,0,20,27.1,0,0,20,25.8,0,0,20,27.2,0,0,20,25.6,0,0,20,26,0,0
20,27.5,0,0,20,27.4,0,0,20,26.3,0,0,20,27.1,0,0,20,25.8,0,0,20,27.2,0,0,20,25.7,0,0,20,26.1,0,0
20,27.6,0,0,20,27.4,0,0,20,26.4,0,0,20,27.1,0,0,20,26,0,0,20,27.2,0,0,20,25.8,0,0,20,26.2,0,0
20,27.2,9,9,20,26.9,9,9,20,26.2,9,9,20,26.7,9,9,20,25.7,9,9,20,26.8,9,9,20,25.5,9,9,20,25.8,9,9
20,24,60,60,20,25.4,60,60,20,23.3,60,60,20,25,60,60,20,22.8,60,60,20,25.2,60,60,20,23.1,60,60,20,23.3,60,60
20,22.7,60,60,20,24.6,60,60,20,22.2,60,60,20,24.1,60,60,20,21.8,60,60,20,24.2,60,60,20,22,60,60,20,22.5,60,60
20,22.7,60,60,20,24.6,60,60,20,22,60,60,20,24,60,60,20,21.7,60,60,20,24,60,60,20,21.8,60,60,20,22.4,60,60
20,22.2,60,60,20,24.4,60,60,20,21.6,60,60,20,23.6,60,60,20,21.3,60,60,20,23.7,60,60,20,21.6,60,60,20,22.4,60,60
20,21.9,60,60,20,24.1,60,60,20,21.4,60,60,20,23.3,60,60,20,21.1,60,60,20,23.5,60,60,20,21.4,60,60,20,22.2,60,60
20,21.9,60,60,20,24,60,60,20,21.5,60,60,20,23.2,60,60,20,21.1,60,60,20,23.4,60,60,20,21.3,60,60,20,22.2,60,60
20,21.7,60,60,20,23.8,60,60,20,21.3,60,60,20,23.1,60,60,20,21,60,60,20,23.2,60,60,20,21.1,60,60,20,21.8,60,60
20,21.6,60,60,20,23.6,60,60,20,21,60,60,20,22.9,60,60,20,20.4,60,60,20,23,60,60,20,20.8,60,60,20,20.8,60,60
20,22.6,60,60,20,23.9,60,60,20,21.4,60,60,20,23,60,60,20,20.2,60,60,20,23.1,60,60,20,20.8,60,60,20,20.6,60,60
20,23.7,0,0,20,24.5,0,0,20,22,0,0,20,23.5,0,0,20,20.3,0,0,20,23.4,0,0,20,20.8,0,0,20,20.7,0,0
20,25.2,0,0,20,25.6,0,0,20,23.6,0,0,20,25.1,0,0,20,22.8,0,0,20,25.2,0,0,20,23,0,0,20,23.4,0,0
20,25.8,0,0,20,26.1,0,0,20,24.2,0,0,20,25.5,0,0,20,23.6,0,0,20,25.5,0,0,20,23.7,0,0,20,24.2,0,0
20,26,0,0,20,26.2,0,0,20,24.5,0,0,20,25.7,0,0,20,24,0,0,20,25.7,0,0,20,24.1,0,0,20,24.5,0,0
20,26.2,0,0,20,26.2,0,0,20,24.7,0,0,20,25.8,0,0,20,24.4,0,0,20,25.9,0,0,20,24.4,0,0,20,24.6,0,0
20,26.2,0,0,20,26.3,0,0,20,24.9,0,0,20,25.9,0,0,20,24.5,0,0,20,26,0,0,20,24.5,0,0,20,24.9,0,0
20,26.4,0,0,20,26.4,0,0,20,25.1,0,0,20,26,0,0,20,24.6,0,0,20,26.2,0,0,20,24.6,0,0,20,25,0,0
20,26.6,0,0,20,26.5,0,0,20,25.2,0,0,20,26.2,0,0,20,24.7,0,0,20,26.2,0,0,20,24.8,0,0,20,25.3,0,0
20,26.7,0,0,20,26.6,0,0,20,25.3,0,0,20,26.2,0,0,20,24.9,0,0,20,26.3,0,0,20,25,0,0,20,25.3,0,0
20,26.8,0,0,20,26.7,0,0,20,25.6,0,0,20,26.3,0,0,20,25.1,0,0,20,26.4,0,0,20,25.1,0,0,20,25.4,0,0
20,26.9,0,0,20,26.8,0,0,20,25.7,0,0,20,26.4,0,0,20,25.3,0,0,20,26.6,0,0,20,25.3,0,0,20,25.6,0,0
20,27,0,0,20,26.9,0,0,20,25.9,0,0,20,26.5,0,0,20,25.3,0,0,20,26.7,0,0,20,25.3,0,0,20,25.6,0,0
20,27.2,0,0,20,27,0,0,20,26,0,0,20,26.6,0,0,20,25.5,0,0,20,26.8,0,0,20,25.4,0,0,20,25.8,0,0
20,27.2,0,0,20,27,0,0,20,26.1,0,0,20,26.6,0,0,20,25.6,0,0,20,26.8,0,0,20,25.5,0,0,20,25.8,0,0
20,27.3,0,0,20,27.1,0,0,20,26.2,0,0,20,26.7,0,0,20,25.7,0,0,20,26.9,0,0,20,25.6,0,0,20,25.9,0,0
20,27.4,0,0,20,27.2,0,0,20,26.2,0,0,20,26.8,0,0,20,25.8,0,0,20,27,0,0,20,25.8,0,0,20,26,0,0
20,27.5,0,0,20,27.2,0,0,20,26.3,0,0,20,26.9,0,0,20,26,0,0,20,27.1,0,0,20,25.8,0,0,20,26.2,0,0
20,27.6,0,0,20,27.3,0,0,20,26.4,0,0,20,26.9,0,0,20,26,0,0,20,27.2,0,0,20,26,0,0,20,26.2,0,0
20,27.6,0,0,20,27.4,0,0,20,26.5,0,0,20,27,0,0,20,26.1,0,0,20,27.3,0,0,20,26.1,0,0,20,26.3,0,0
20,27.5,0,0,20,27.5,0,0,20,26.4,0,0,20,27.1,0,0,20,26,0,0,20,27.3,0,0,20,26.1,0,0,20,26.4,0,0
20,27.6,0,0,20,27.5,0,0,20,26.4,0,0,20,27.2,0,0,20,26,0,0,20,27.4,0,0,20,26.2,0,0,20,26.5,0,0
20,27.7,0,0,20,27.7,0,0,20,26.4,0,0,20,27.2,0,0,20,26,0,0,20,27.4,0,0,20,26.2,0,0,20,26.5,0,0
20,27.7,0,0,20,27.7,0,0,20,26.5,0,0,20,27.3,0,0,20,26.1,0,0,20,27.5,0,0,20,26.3,0,0,20,26.5,0,0
20,27.7,0,0,20,27.7,0,0,20,26.5,0,0,20,27.3,0,0,20,26.1,0,0,20,27.5,0,0,20,26.3,0,0,20,26.5,0,0
20,27.7,0,0,20,27.7,0,0,20,26.5,0,0,20,27.3,0,0,20,26,0,0,20,27.5,0,0,20,26.4,0,0,20,26.5,0,0
20,27.7,0,0,20,27.7,0,0,20,26.5,0,0,20,27.3,0,0,20,26,0,0,20,27.5,0,0,20,26.4,0,0,20,26.6,0,0
20,27.7,0,0,20,27.7,0,0,20,26.5,0,0,20,27.3,0,0,20,26.1,0,0,20,27.5,0,0,20,26.4,0,0,20,26.6,0,0
20,27.8,0,0,20,27.7,0,0,20,26.6,0,0,20,27.3,0,0,20,26.1,0,0,20,27.5,0,0,20,26.4,0,0,20,26.7,0,0
20,27.8,0,0,20,27.7,0,0,20,26.7,0,0,20,27.3,0,0,20,26.2,0,0,20,27.5,0,0,20,26.5,0,0,20,26.7,0,0
20,27.9,0,0,20,27.7,0,0,20,26.8,0,0,20,27.3,0,0,20,26.3,0,0,20,27.5,0,0,20,26.6,0,0,20,26.8,0,0
20,27.9,0,0,20,27.7,0,0,20,26.9,0,0,20,27.4,0,0,20,26.3,0,0,20,27.6,0,0,20,26.6,0,0,20,26.8,0,0
20,28,0,0,20,27.8,0,0,20,27,0,0,20,27.4,0,0,20,26.4,0,0,20,27.6,0,0,20,26.6,0,0,20,26.8,0,0
20,28,0,0,20,27.8,0,0,20,27,0,0,20,27.4,0,0,20,26.4,0,0,20,27.7,0,0,20,26.7,0,0,20,26.9,0,0
20,28.1,0,0,20,27.9,0,0,20,27.1,0,0,20,27.4,0,0,20,26.5,0,0,20,27.7,0,0,20,26.8,0,0,20,26.9,0,0
20,28.1,0,0,20,27.9,0,0,20,27.2,0,0,20,27.5,0,0,20,26.6,0,0,20,27.8,0,0,20,26.8,0,0,20,27,0,0
20,28.2,0,0,20,28,0,0,20,27.2,0,0,20,27.6,0,0,20,26.7,0,0,20,27.9,0,0,20,26.9,0,0,20,27,0,0
20,28.2,0,0,20,28,0,0,20,27.2,0,0,20,27.6,0,0,20,26.7,0,0,20,27.9,0,0,20,27,0,0,20,27.2,0,0
20,28.4,0,0,20,28.1,0,0,20,27.4,0,0,20,27.7,0,0,20,26.8,0,0,20,28,0,0,20,27.1,0,0,20,27.2,0,0
20,27.1,19,19,20,25.9,19,19,20,26.2,19,19,20,25.7,19,19,20,25.8,19,19,20,26,19,19,20,24.8,19,19,20,26.1,19,19
20,23.6,60,60,20,25.5,60,60,20,23.4,60,60,20,25.2,60,60,20,23.1,60,60,20,25.6,60,60,20,23.6,60,60,20,23.6,60,60
20,23.2,60,60,20,25.2,60,60,20,23.2,60,60,20,25.1,60,60,20,22.9,60,60,20,25.3,60,60,20,23.3,60,60,20,23.4,60,60
20,23.8,60,60,20,25.8,60,60,20,23.7,60,60,20,25.3,60,60,20,23.3,60,60,20,25.5,60,60,20,23.5,60,60,20,23.7,60,60
20,24,60,60,20,25.7,60,60,20,24,60,60,20,25.3,60,60,20,23.3,60,60,20,25.5,60,60,20,23.2,60,60,20,23.4,60,60
20,24.2,60,60,20,26,60,60,20,24.2,60,60,20,25.6,60,60,20,23.4,60,60,20,25.7,60,60,20,23.3,60,60,20,23.5,60,60
20,24.4,60,60,20,26.2,60,60,20,24.4,60,60,20,25.8,60,60,20,23.6,60,60,20,25.8,60,60,20,23.4,60,60,20,23.5,60,60
20,24.3,60,60,20,26.3,60,60,20,24.5,60,60,20,25.9,60,60,20,23.7,60,60,20,25.9,60,60,20,23.4,60,60,20,23.5,60,60
20,24.4,60,60,20,26.3,60,60,20,24.8,60,60,20,25.8,60,60,20,23.8,60,60,20,26,60,60,20,23.4,60,60,20,23.5,60,60
20,24.4,59,59,20,26.2,59,59,20,24.7,59,59,20,25.5,59,59,20,23.5,59,59,20,25.7,60,60,20,23.3,60,60,20,23.5,60,60
20,24.1,0,0,20,26.1,0,0,20,24,0,0,20,25.3,0,0,20,22.8,0,0,20,25.1,0,0,20,22.8,0,0,20,23,0,0
20,26.1,0,0,20,27,0,0,20,25.2,0,0,20,26.8,0,0,20,24.4,0,0,20,26.7,0,0,20,24.7,0,0,20,25.3,0,0
20,26.9,0,0,20,27.4,0,0,20,25.9,0,0,20,27.2,0,0,20,25.3,0,0,20,27.2,0,0,20,25.3,0,0,20,26,0,0
20,27.2,0,0,20,27.6,0,0,20,26.1,0,0,20,27.2,0,0,20,25.5,0,0,20,27.3,0,0,20,25.6,0,0,20,26.2,0,0
20,27.3,0,0,20,27.7,0,0,20,26.1,0,0,20,27.3,0,0,20,25.7,0,0,20,27.4,0,0,20,25.8,0,0,20,26.2,0,0
20,27.4,0,0,20,27.7,0,0,20,26.2,0,0,20,27.3,0,0,20,25.9,0,0,20,27.4,0,0,20,25.9,0,0,20,26.2,0,0
20,27.5,0,0,20,27.8,0,0,20,26.2,0,0,20,27.3,0,0,20,25.9,0,0,20,27.5,0,0,20,26,0,0,20,26.3,0,0
20,27.6,0,0,20,27.8,0,0,20,26.3,0,0,20,27.4,0,0,20,26,0,0,20,27.6,0,0,20,26.1,0,0,20,26.4,0,0
20,27.6,0,0,20,27.8,0,0,20,26.4,0,0,20,27.4,0,0,20,26.1,0,0,20,27.6,0,0,20,26.2,0,0,20,26.5,0,0
20,27.7,0,0,20,27.9,0,0,20,26.5,0,0,20,27.4,0,0,20,26.2,0,0,20,27.7,0,0,20,26.2,0,0,20,26.7,0,0
20,27.9,0,0,20,27.9,0,0,20,26.7,0,0,20,27.5,0,0,20,26.3,0,0,20,27.6,0,0,20,26.3,0,0,20,26.7,0,0
20,28,0,0,20,28,0,0,20,26.8,0,0,20,27.5,0,0,20,26.4,0,0,20,27.7,0,0,20,26.4,0,0,20,26.8,0,0
20,28,0,0,20,28.1,0,0,20,26.9,0,0,20,27.6,0,0,20,26.4,0,0,20,27.8,0,0,20,26.5,0,0,20,26.8,0,0
20,26.5,24,24,20,27,24,24,20,25.7,24,24,20,26.4,24,24,20,25.2,24,24,20,26.9,24,24,20,25.5,24,24,20,25.5,24,24
20,23.5,60,60,20,25.6,60,60,20,23.2,60,60,20,24.8,60,60,20,22.7,60,60,20,25.3,60,60,20,23,60,60,20,22.4,60,60
20,22.6,60,60,20,24.7,60,60,20,22.7,60,60,20,23.9,60,60,20,22.3,60,60,20,24.1,60,60,20,22.3,60,60,20,21.7,60,60
20,22.8,60,60,20,24.7,60,60,20,23.2,60,60,20,24.3,60,60,20,22.5,60,60,20,24.4,60,60,20,22.4,60,60,20,22.3,60,60
20,23.3,60,60,20,25.1,60,60,20,23.6,60,60,20,24.8,60,60,20,22.7,60,60,20,24.6,60,60,20,22.4,60,60,20,22.3,60,60
20,23.4,60,60,20,25.1,60,60,20,23.5,60,60,20,24.6,60,60,20,22.6,60,60,20,24.5,60,60,20,22.2,60,60,20,22.1,60,60
20,23.6,60,60,20,25.3,60,60,20,23.7,60,60,20,24.8,60,60,20,22.7,60,60,20,24.7,60,60,20,22.2,60,60,20,22.3,60,60
20,23.9,60,60,20,25.7,60,60,20,24.1,60,60,20,25.1,60,60,20,23,60,60,20,24.9,60,60,20,22.4,60,60,20,22.6,60,60
20,24.2,60,60,20,25.9,60,60,20,24.2,60,60,20,25.2,60,60,20,23,60,60,20,24.9,60,60,20,22.5,60,60,20,22.7,60,60
20,24.3,60,60,20,26.1,60,60,20,24.1,60,60,20,25.3,60,60,20,23,60,60,20,25.1,60,60,20,22.4,60,60,20,22.6,60,60
20,24,59,59,20,25.7,59,59,20,23.8,59,59,20,24.9,59,59,20,22.7,59,59,20,24.8,59,59,20,22.2,59,59,20,22.4,59,59
20,23.6,0,0,20,25.4,0,0,20,23.3,0,0,20,24.7,0,0,20,22.2,0,0,20,24.4,0,0,20,22,0,0,20,22,0,0
20,26.1,0,0,20,26.9,0,0,20,24.7,0,0,20,26.3,0,0,20,24.4,0,0,20,26.3,0,0,20,24.1,0,0,20,24.9,0,0
20,26.9,0,0,20,27.2,0,0,20,25.5,0,0,20,26.9,0,0,20,25,0,0,20,26.8,0,0,20,24.9,0,0,20,25.6,0,0
20,27.2,0,0,20,27.4,0,0,20,25.8,0,0,20,27.1,0,0,20,25.3,0,0,20,27,0,0,20,25.1,0,0,20,25.7,0,0
20,27.2,0,0,20,27.4,0,0,20,25.8,0,0,20,27.1,0,0,20,25.4,0,0,20,27.1,0,0,20,25.3,0,0,20,25.8,0,0
20,27.2,0,0,20,27.4,0,0,20,25.8,0,0,20,27.1,0,0,20,25.5,0,0,20,27.1,0,0,20,25.3,0,0,20,25.9,0,0
20,27.2,0,0,20,27.5,0,0,20,26.1,0,0,20,27.2,0,0,20,25.6,0,0,20,27.1,0,0,20,25.4,0,0,20,25.9,0,0
20,27.2,0,0,20,27.5,0,0,20,26.1,0,0,20,27.2,0,0,20,25.6,0,0,20,27.2,0,0,20,25.6,0,0,20,26,0,0
20,27.3,0,0,20,27.5,0,0,20,26.2,0,0,20,27.2,0,0,20,25.7,0,0,20,27.2,0,0,20,25.6,0,0,20,26,0,0
20,27.4,0,0,20,27.6,0,0,20,26.2,0,0,20,27.2,0,0,20,25.8,0,0,20,27.2,0,0,20,25.8,0,0,20,26.1,0,0
20,27.5,0,0,20,27.6,0,0,20,26.3,0,0,20,27.2,0,0,20,25.9,0,0,20,27.2,0,0,20,25.8,0,0,20,26.2,0,0
20,27.6,0,0,20,27.7,0,0,20,26.4,0,0,20,27.2,0,0,20,26,0,0,20,27.3,0,0,20,26,0,0,20,26.2,0,0
20,27.7,0,0,20,27.6,0,0,20,26.5,0,0,20,27.2,0,0,20,26.1,0,0,20,27.4,0,0,20,26,0,0,20,26.3,0,0
20,27.8,0,0,20,27.8,0,0,20,26.6,0,0,20,27.3,0,0,20,26.2,0,0,20,27.5,0,0,20,26.2,0,0,20,26.4,0,0
20,26.2,26,26,20,26.1,26,26,20,25.4,26,26,20,25.7,26,26,20,24.9,26,26,20,26.1,26,26,20,24.6,26,26,20,25.3,26,26
20,23.5,60,60,20,25.6,60,60,20,23.4,60,60,20,25.2,60,60,20,22.8,60,60,20,25.4,60,60,20,23.2,60,60,20,23.2,60,60
20,23.3,60,60,20,25.4,60,60,20,23.7,60,60,20,25.2,60,60,20,22.9,60,60,20,25.3,60,60,20,23,60,60,20,23.2,60,60
20,23.8,60,60,20,25.9,60,60,20,24.2,60,60,20,25.6,60,60,20,23.1,60,60,20,25.6,60,60,20,23.2,60,60,20,23.4,60,60
20,23.9,60,60,20,25.8,60,60,20,24.2,60,60,20,25.5,60,60,20,23.1,60,60,20,25.5,60,60,20,22.9,60,60,20,23.3,60,60
20,23.8,60,60,20,25.9,60,60,20,24.2,60,60,20,25.6,60,60,20,23,60,60,20,25.6,60,60,20,23,60,60,20,23.3,60,60
20,24,60,60,20,26,60,60,20,24.2,60,60,20,25.7,60,60,20,23,60,60,20,25.6,60,60,20,23,60,60,20,23.3,60,60
20,23.8,60,60,20,26,60,60,20,23.9,60,60,20,25.7,60,60,20,22.7,60,60,20,25.5,60,60,20,23,60,60,20,23.3,60,60
20,23.9,60,60,20,25.9,60,60,20,23.9,60,60,20,25.5,60,60,20,22.7,60,60,20,25.4,60,60,20,22.8,60,60,20,23.1,60,60
20,23.7,59,59,20,25.7,59,59,20,23.6,59,59,20,25.4,59,59,20,22.5,59,59,20,25.1,59,59,20,22.7,59,59,20,23.1,59,59
20,24.5,0,0,20,25,0,0,20,22.3,0,0,20,23.7,0,0,20,21.4,0,0,20,23.4,0,0,20,24.4,37,37,20,24.8,37,37
20,24.5,0,0,20,24.8,0,0,20,22.8,0,0,20,23.6,0,0,20,21.6,0,0,20,23.3,0,0,20,24.4,20,20,20,24.7,20,20
20,26,0,0,20,26.3,0,0,20,24.9,0,0,20,26.2,0,0,20,24.3,0,0,20,26,0,0,20,24.8,0,0,20,25.4,0,0
20,26.6,0,0,20,26.9,0,0,20,25.4,0,0,20,26.7,0,0,20,24.8,0,0,20,26.5,0,0,20,25,0,0,20,25.6,0,0
20,26.8,0,0,20,27.1,0,0,20,25.6,0,0,20,27,0,0,20,25.2,0,0,20,26.8,0,0,20,25.2,0,0,20,25.6,0,0
20,26.9,0,0,20,27.2,0,0,20,25.8,0,0,20,27.1,0,0,20,25.3,0,0,20,27,0,0,20,25.3,0,0,20,25.7,0,0
20,27,0,0,20,27.2,0,0,20,25.9,0,0,20,27.2,0,0,20,25.4,0,0,20,27.1,0,0,20,25.3,0,0,20,25.8,0,0
20,27.1,0,0,20,27.3,0,0,20,25.9,0,0,20,27.2,0,0,20,25.6,0,0,20,27.2,0,0,20,25.4,0,0,20,25.9,0,0
20,27.2,0,0,20,27.4,0,0,20,26,0,0,20,27.2,0,0,20,25.6,0,0,20,27.2,0,0,20,25.5,0,0,20,25.9,0,0
20,27.2,0,0,20,27.4,0,0,20,26.1,0,0,20,27.2,0,0,20,25.8,0,0,20,27.2,0,0,20,25.6,0,0,20,26,0,0
20,27.2,0,0,20,27.5,0,0,20,26.2,0,0,20,27.2,0,0,20,25.9,0,0,20,27.3,0,0,20,25.6,0,0,20,26.1,0,0
20,27.4,0,0,20,27.5,0,0,20,26.3,0,0,20,27.2,0,0,20,26,0,0,20,27.3,0,0,20,25.8,0,0,20,26.2,0,0
20,27.5,0,0,20,27.6,0,0,20,26.4,0,0,20,27.2,0,0,20,26.1,0,0,20,27.4,0,0,20,25.9,0,0,20,26.2,0,0
20,26.1,23,23,20,26.7,23,23,20,25.2,23,23,20,26.1,23,23,20,24.6,23,23,20,26.5,23,23,20,24.9,23,23,20,24.8,23,23
20,23.7,60,60,20,25.7,60,60,20,23.7,60,60,20,24.8,60,60,20,22.8,60,60,20,25.5,60,60,20,23.4,60,60,20,23.1,60,60
20,23.2,60,60,20,25.3,60,60,20,23.2,60,60,20,24.6,60,60,20,22.3,60,60,20,24.9,60,60,20,22.8,60,60,20,22.8,60,60
20,23.5,60,60,20,25.6,60,60,20,23.7,60,60,20,24.9,60,60,20,22.5,60,60,20,24.8,60,60,20,22.6,60,60,20,22.8,60,60
20,24.2,60,60,20,26,60,60,20,24.3,60,60,20,25.3,60,60,20,22.9,60,60,20,25.1,60,60,20,22.7,60,60,20,23,60,60
20,24,60,60,20,25.9,60,60,20,24.3,60,60,20,25.1,60,60,20,22.9,60,60,20,25,60,60,20,22.6,60,60,20,23,60,60
20,23.9,60,60,20,26,60,60,20,24.3,60,60,20,25.2,60,60,20,22.9,60,60,20,25,60,60,20,22.6,60,60,20,23,60,60
20,24.2,60,60,20,26.3,60,60,20,24.6,60,60,20,25.5,60,60,20,23.2,60,60,20,25.3,60,60,20,22.9,60,60,20,23.2,60,60
20,24.4,60,60,20,26.4,60,60,20,24.8,60,60,20,25.6,60,60,20,23.4,60,60,20,25.4,60,60,20,23,60,60,20,23.2,60,60
20,24.4,60,60,20,26.3,60,60,20,24.6,60,60,20,25.5,60,60,20,23.2,60,60,20,25.2,60,60,20,22.9,60,60,20,23.2,60,60
20,24.3,59,59,20,25.9,59,59,20,24.2,59,59,20,25.2,59,59,20,22.8,59,59,20,24.8,59,59,20,22.6,59,59,20,22.9,59,59
20,23.7,0,0,20,25.5,0,0,20,23.6,0,0,20,24.8,0,0,20,22.3,0,0,20,24.4,0,0,20,22.1,0,0,20,22.3,0,0
20,26.1,0,0,20,26.7,0,0,20,25,0,0,20,26.3,0,0,20,24.1,0,0,20,26.2,0,0,20,24,0,0,20,25,0,0
20,26.8,0,0,20,27.2,0,0,20,25.6,0,0,20,27,0,0,20,24.9,0,0,20,26.8,0,0,20,24.8,0,0,20,25.6,0,0
20,27.1,0,0,20,27.2,0,0,20,25.9,0,0,20,27.2,0,0,20,25.2,0,0,20,27,0,0,20,25.1,0,0,20,25.8,0,0
20,27.1,0,0,20,27.4,0,0,20,26,0,0,20,27.2,0,0,20,25.4,0,0,20,27,0,0,20,25.3,0,0,20,26,0,0
20,27.2,0,0,20,27.4,0,0,20,26,0,0,20,27.2,0,0,20,25.5,0,0,20,27.1,0,0,20,25.3,0,0,20,26,0,0
20,27.2,0,0,20,27.5,0,0,20,26.2,0,0,20,27.2,0,0,20,25.5,0,0,20,27.2,0,0,20,25.3,0,0,20,26,0,0
20,27.3,0,0,20,27.5,0,0,20,26.2,0,0,20,27.2,0,0,20,25.6,0,0,20,27.2,0,0,20,25.5,0,0,20,26.1,0,0
20,27.4,0,0,20,27.6,0,0,20,26.2,0,0,20,27.3,0,0,20,25.7,0,0,20,27.3,0,0,20,25.6,0,0,20,26.2,0,0
20,27.4,0,0,20,27.6,0,0,20,26.3,0,0,20,27.3,0,0,20,25.8,0,0,20,27.3,0,0,20,25.7,0,0,20,26.2,0,0
20,27.5,0,0,20,27.7,0,0,20,26.4,0,0,20,27.3,0,0,20,26,0,0,20,27.4,0,0,20,25.8,0,0,20,26.2,0,0
20,27.7,0,0,20,27.8,0,0,20,26.6,0,0,20,27.4,0,0,20,26.2,0,0,20,27.4,0,0,20,26,0,0,20,26.4,0,0
20,27.7,0,0,20,27.8,0,0,20,26.7,0,0,20,27.4,0,0,20,26.2,0,0,20,27.5,0,0,20,26,0,0,20,26.4,0,0
20,26.3,23,23,20,26.8,23,23,20,25.7,23,23,20,26.3,23,23,20,25,23,23,20,26.6,23,23,20,25.1,23,23,20,25.2,23,23
20,24.3,60,60,20,25.9,60,60,20,24.2,60,60,20,25.1,60,60,20,23.3,60,60,20,25.7,60,60,20,23.7,60,60,20,23.5,60,60
20,23.4,60,60,20,25.6,60,60,20,23.3,60,60,20,24.9,60,60,20,22.8,60,60,20,25,60,60,20,22.9,60,60,20,23.1,60,60
20,23.8,60,60,20,25.8,60,60,20,23.7,60,60,20,24.8,60,60,20,22.9,60,60,20,24.9,60,60,20,22.7,60,60,20,23,60,60
20,24.2,60,60,20,26.2,60,60,20,24.3,60,60,20,25.4,60,60,20,23.2,60,60,20,25.3,60,60,20,23,60,60,20,23.3,60,60
