“úŽž,EHPK-1,EHPK-2,GHEX-1,GHEX-2,GHEX-3,GHEX-4,EHP1-1,EHP1-2,EHP1-3,EHP2-3,EHP2-4,EHP3-1,EHP3-2,EHP3-3,EHP3-4,EHP4-1,EHP4-3,EHP4-5,EHP4-6
2018/6/6,24.83333333,25,24.8503125,24.8503125,24.8503125,24.8503125,24.375,24.96875,25.94791667,25.5,25.75,24.66666667,24.275,20,20,26.08333333,27.39583333,27.58333333,25.75
2018/6/7,24.84027778,25,24.89175926,24.89175926,24.89175926,24.89175926,24.65,25.875,26.61458333,25.5,25.75,24.66666667,24.2,20,20,26.33333333,26.95833333,27.08333333,26.45833333
2018/6/8,24.82638889,25,24.71690972,24.71690972,24.71690972,24.71690972,24.2,25.64583333,26.16666667,25.5,25.75,24.66666667,24.2,20,20,26.08333333,26.52083333,26,26
2018/6/9,24.83333333,25,24.76875,24.76875,24.76875,24.76875,24.575,25.42708333,26.23958333,25.5,25.75,24.66666667,24.2,20,20,25.75,27,25.97916667,26
2018/6/10,24.83333333,25,24.80159722,24.80159722,24.80159722,24.80159722,25.18333333,26.08333333,26.52083333,25.5,25.75,24.66666667,24.2,20,20,26,27,26,26
2018/6/11,24.83333333,25,24.84917824,24.84917824,24.84917824,24.84917824,25.4,26.30208333,26.73958333,25.5,25.75,24.66666667,24.2,20,20,26.36111111,26.54166667,26,26.16666667
2018/6/12,24.81944444,25,24.77542824,24.77542824,24.77542824,24.77542824,24.70833333,25.41666667,26.64583333,25.5,25.75,24.66666667,24.2,20,20,26.48611111,25.375,25.375,26.33333333
2018/6/13,24.84027778,25,24.75878472,24.75878472,24.75878472,24.75878472,23.95,25.35416667,26.25,25.5,25.75,24.68055556,24.2,20,20,26.25,25.625,26.25,25.95833333
2018/6/14,24.93055556,25,24.74909722,24.74909722,24.74909722,24.74909722,24.25,25.4375,26.35416667,25.5,25.75,24.66666667,24.2,20,20,26,26,27,26.04166667
2018/6/15,24.99305556,25,24.78978009,24.78978009,24.78978009,24.78978009,24.2,25.25,26.61458333,25.5,25.75,24.66666667,24.2,20,20,26,26,27,26.33333333
2018/6/16,25,25,24.82648148,24.82648148,24.82648148,24.82648148,24.2,25.25,27.16666667,25.5,25.75,24.25,24.2,20,20,25.98611111,26,27,27
2018/6/17,25,25,24.82127315,24.82127315,24.82127315,24.82127315,24.39166667,25.25,27,25.5,25.75,24,24.2,20,20,25.86111111,26,27,26.875
2018/6/18,24.90277778,25,24.82236111,24.82236111,24.82236111,24.82236111,24.4,25.20833333,26.34375,25.45833333,25.63541667,24,24.2,20,20,26.05555556,26,27,26.25
2018/6/19,24.84722222,25,24.71578704,24.71578704,24.71578704,24.71578704,24.4,25.25,25.5625,25,25.95833333,24,24.225,20,20,26.51388889,26,26.52083333,26
2018/6/20,24.81944444,25,24.76185185,24.76185185,24.76185185,24.76185185,24.4,25.28125,25.75,25.14583333,26.25,24.04166667,24.08333333,20,20,26.75,26,26,25.91666667
2018/6/21,24.91666667,25,24.7566088,24.7566088,24.7566088,24.7566088,24.5,25.125,25.78125,25.5,26.25,24,23.88333333,20,20,26.80555556,26,26,26.25
2018/6/22,24.89583333,25,24.61822917,24.61822917,24.61822917,24.61822917,24.2,24.75,25.42708333,25.5,26.25,24,23.8,20,20,26.70833333,26,26,25.75
2018/6/23,24.83333333,25,24.55131944,24.55131944,24.55131944,24.55131944,24.33333333,24.88541667,24.875,25.5,26.25,24,23.55833333,20,20,26.66666667,25.41666667,25.41666667,26.5
2018/6/24,24.71527778,25,24.56980159,24.56980159,24.56980159,24.56980159,24.38333333,24.7826087,24.75,25.5,26.25,24,23.4,20,20,26.51388889,25.7826087,25.75,26.66666667
2018/6/25,24.72222222,25,24.60846065,24.60846065,24.60846065,24.60846065,23.9,25.05208333,25.33333333,25.5,26.04166667,24,23.4,20,20,26.33333333,26.375,26.375,25.79166667
