,EHP1-1,EHP1-2,EHP1-3,EHP2-3,EHP2-4,EHP3-1,EHP3-2,EHP3-3,EHP3-4,EHP4-1,EHP4-3,EHP4-5,EHP4-6
2021-09-07,8,6,24,12,13,10,12,13,15,12,2,4,1
2021-09-08,11,8,24,12,12,10,12,12,16,13,2,3,8
2021-09-09,12,7,24,10,13,10,13,12,15,12,4,3,4
2021-09-10,14,9,23,14,15,11,15,14,15,14,12,10,9
2021-09-11,14,9,24,10,9,9,13,12,12,9,2,2,9
2021-09-12,15,7,24,3,11,4,8,2,4,3,12,2,5
2021-09-13,15,9,24,14,15,13,13,12,15,14,14,9,11
2021-09-14,14,11,24,15,17,11,15,12,13,14,13,7,4
2021-09-15,15,8,24,14,16,10,14,15,16,10,12,10,12
2021-09-16,15,11,24,14,14,11,13,14,15,14,14,2,7
2021-09-17,12,14,24,14,15,10,13,15,15,13,10,8,8
2021-09-18,17,13,24,9,13,10,13,11,12,3,2,10,9
2021-09-19,16,13,24,5,12,0,5,2,4,6,3,2,10
2021-09-20,14,5,22,10,12,10,13,11,12,3,2,2,4
2021-09-21,14,10,24,12,14,11,13,13,13,14,11,10,8
2021-09-22,14,13,24,14,16,11,13,12,13,13,14,14,13
2021-09-23,16,14,24,2,13,9,13,10,13,11,12,16,8
2021-09-24,13,12,24,15,16,11,14,12,13,13,10,3,12
2021-09-25,13,6,24,8,8,9,13,11,12,3,2,6,9
2021-09-26,15,3,23,3,10,5,9,2,4,3,3,2,2
2021-09-27,10,9,24,10,13,11,13,11,12,14,2,7,0
2021-09-28,13,8,24,12,12,10,11,13,13,12,3,3,0
2021-09-29,13,10,24,13,15,10,12,13,13,13,10,6,8
2021-09-30,14,10,24,13,16,11,12,12,14,15,11,7,7
2021-10-01,7,5,23,11,12,9,10,12,14,9,2,2,3
2021-10-02,14,10,24,5,9,7,9,11,13,11,2,2,6
2021-10-03,15,4,24,2,10,0,6,2,4,10,3,2,9
2021-10-04,15,12,24,13,14,10,10,12,13,13,10,6,7
2021-10-05,16,9,24,13,15,11,9,11,13,13,9,10,10
2021-10-06,15,14,23,13,14,10,10,13,13,13,11,6,8
2021-10-07,12,9,23,12,14,10,10,12,13,11,11,5,5
2021-10-08,14,13,23,12,14,10,10,11,15,12,9,2,9
2021-10-09,14,12,20,8,9,6,10,9,12,10,2,2,10
2021-10-10,15,5,18,3,9,0,1,2,4,2,2,1,5
2021-10-11,14,11,24,12,13,10,10,12,13,14,11,6,10
2021-10-12,9,4,24,14,14,10,9,12,14,13,6,2,7
2021-10-13,6,3,24,6,13,8,9,11,14,10,3,2,1
2021-10-14,15,7,21,8,14,9,9,13,13,13,2,2,4
2021-10-15,14,5,23,9,16,11,9,13,13,12,6,2,6
2021-10-16,7,13,22,3,11,6,9,11,12,4,2,2,6
2021-10-17,10,4,24,2,9,0,2,3,5,3,2,2,2
2021-10-18,6,3,24,3,11,2,8,11,12,3,3,2,2
2021-10-19,11,4,24,2,7,0,8,13,13,3,2,2,1
2021-10-20,4,11,23,3,10,6,9,12,14,3,2,2,3
2021-10-21,13,11,23,2,11,4,9,11,14,3,3,2,0
2021-10-22,6,11,23,4,9,2,5,12,13,3,9,10,0
2021-10-23,11,16,23,3,4,3,8,12,12,3,3,9,0
2021-10-24,15,13,24,3,4,0,4,2,4,3,11,5,0
2021-10-25,5,10,23,13,9,1,6,11,13,3,11,11,0
2021-10-26,10,9,23,3,7,5,8,12,13,3,12,12,1
2021-10-27,11,14,24,10,4,5,8,12,13,3,10,8,0
2021-10-28,13,12,24,6,11,0,9,12,14,6,2,2,0
2021-10-29,11,8,24,8,7,5,9,12,14,3,8,8,0
2021-10-30,4,6,23,10,4,7,6,11,12,3,3,3,0
2021-10-31,13,15,21,3,4,0,0,2,4,3,10,10,0
2021-11-01,6,14,24,8,5,0,9,12,13,4,8,6,3
2021-11-02,4,13,23,5,7,0,9,12,12,3,11,12,0
2021-11-03,11,7,24,2,9,0,6,11,12,3,4,5,0
2021-11-04,7,11,24,7,6,7,9,12,13,3,11,10,2
2021-11-05,9,7,24,4,4,2,9,12,13,3,9,12,1
2021-11-06,6,17,24,5,8,0,6,10,12,7,3,4,1
2021-11-07,16,6,24,3,4,1,1,3,7,5,10,3,2
2021-11-08,11,12,24,6,5,0,9,11,12,3,4,11,7
2021-11-09,10,6,24,4,4,2,6,12,15,4,3,11,0
2021-11-10,12,10,24,4,5,0,8,12,13,2,2,2,1
2021-11-11,9,3,24,5,4,9,8,13,13,3,3,2,7
2021-11-12,10,11,24,5,5,0,9,11,13,3,2,3,3
2021-11-13,13,16,24,3,4,7,7,10,4,8,11,10,0
2021-11-14,14,16,24,3,5,0,2,3,5,6,9,2,0
2021-11-15,7,15,24,8,4,11,9,11,12,5,3,4,5
2021-11-16,9,7,24,5,5,8,6,11,13,3,2,2,4
2021-11-17,9,14,24,6,4,0,9,13,14,3,3,3,0
2021-11-18,13,12,24,8,5,5,7,12,13,3,5,11,0
2021-11-19,17,7,24,7,4,7,8,12,13,3,6,8,0
2021-11-20,10,6,24,11,5,0,7,10,8,5,2,2,0
2021-11-21,15,16,24,2,4,0,0,3,4,3,12,4,0
2021-11-22,13,13,24,7,8,0,7,11,12,5,7,11,4
2021-11-23,11,12,24,9,4,0,5,11,12,3,2,8,1
2021-11-24,16,13,24,10,5,0,8,11,13,3,13,13,10
2021-11-25,13,16,24,7,5,0,9,11,13,3,3,9,7
2021-11-26,13,15,24,8,4,0,6,12,13,3,8,16,1
2021-11-27,16,14,24,9,7,1,1,11,12,3,3,6,1
2021-11-28,16,16,24,2,13,0,0,2,4,3,10,3,1
2021-11-29,15,14,24,13,11,0,2,10,12,3,12,14,0
2021-11-30,15,3,24,12,10,0,6,10,13,3,8,14,0
2021-12-01,11,10,24,10,8,0,8,12,13,3,4,16,1
2021-12-02,15,15,24,6,7,2,4,11,13,3,12,19,0
2021-12-03,11,16,24,2,7,0,8,13,13,3,10,10,0
2021-12-04,18,16,24,10,5,0,7,10,12,3,3,16,0
2021-12-05,16,16,23,3,13,0,0,3,4,3,11,20,0
2021-12-06,14,15,24,12,11,0,0,10,12,4,13,15,0
2021-12-07,15,15,24,6,8,0,0,11,14,3,8,13,6
2021-12-08,16,16,24,14,6,0,0,12,13,3,12,14,9
2021-12-09,14,15,24,6,7,0,0,12,15,2,11,19,1
2021-12-10,14,14,24,13,6,0,0,11,13,3,10,18,1
2021-12-11,17,15,24,9,12,0,0,11,12,3,2,13,4
2021-12-12,16,17,24,3,14,0,0,2,4,3,11,11,11
2021-12-13,12,14,24,14,13,0,0,9,12,7,12,15,3
2021-12-14,13,15,24,9,15,0,2,11,13,3,11,15,1
2021-12-15,15,16,24,9,15,0,7,11,13,3,15,18,2
2021-12-16,15,13,24,11,9,0,4,11,13,4,12,11,0
2021-12-17,14,15,24,11,10,0,0,12,15,3,11,10,7
2021-12-18,16,16,24,10,14,0,1,8,11,5,9,8,9
2021-12-19,17,16,23,3,13,0,0,2,4,13,13,12,1
2021-12-20,12,15,23,14,15,0,6,10,10,3,15,14,3
2021-12-21,14,15,24,11,17,0,1,9,13,3,14,13,2
2021-12-22,16,16,24,14,16,0,0,11,13,3,14,14,1
2021-12-23,14,15,24,14,14,0,0,10,12,3,11,13,4
2021-12-24,12,15,24,9,8,0,2,10,13,4,11,12,3
2021-12-25,18,16,24,11,14,0,0,9,11,13,12,21,10
2021-12-26,14,17,23,3,14,0,0,2,4,3,14,16,9
2021-12-27,11,15,22,13,16,0,9,9,11,5,15,17,3
2021-12-28,15,16,23,14,15,0,7,8,10,5,13,12,7
2021-12-29,5,23,22,3,11,0,9,6,11,17,6,10,15
2021-12-30,5,3,21,2,5,0,0,2,5,5,8,10,2
2021-12-31,4,3,19,3,4,0,0,3,4,3,3,2,2
2022-01-01,5,4,17,3,5,0,0,2,4,3,2,2,1
2022-01-02,4,3,16,2,7,0,0,2,4,4,3,3,1
2022-01-03,5,3,18,3,10,0,0,2,5,4,2,2,1
2022-01-04,15,15,19,16,16,2,9,3,4,14,15,15,4
2022-01-05,16,17,22,15,16,7,11,2,4,15,16,17,8
2022-01-06,16,14,21,15,16,4,9,6,8,14,14,20,14
2022-01-07,16,15,21,14,18,4,9,8,9,14,14,15,12
2022-01-08,18,17,22,11,12,0,0,4,9,8,11,16,18
2022-01-09,17,16,21,2,14,0,0,2,5,4,14,14,17
2022-01-10,18,17,24,10,15,3,7,8,10,9,14,9,11
2022-01-11,14,16,24,14,16,5,9,10,12,12,14,14,7
2022-01-12,16,16,23,13,17,0,9,10,11,3,15,15,6
2022-01-13,16,15,24,13,17,1,8,9,12,13,14,14,6
2022-01-14,16,15,24,14,17,0,10,10,13,14,13,13,15
2022-01-15,16,16,23,11,14,0,10,7,10,3,3,3,11
2022-01-16,16,16,23,3,12,0,0,2,4,13,16,5,9
2022-01-17,16,16,24,11,16,4,9,8,11,12,14,14,1
2022-01-18,15,16,24,15,17,1,4,9,12,13,16,16,4
2022-01-19,15,15,23,12,16,1,9,10,11,13,15,21,2
2022-01-20,15,17,23,13,16,1,11,9,11,13,14,14,14
2022-01-21,16,15,23,16,18,3,10,9,12,5,14,13,11
2022-01-22,16,16,24,10,13,0,7,2,10,9,11,3,11
2022-01-23,16,16,23,3,15,0,0,3,5,7,15,12,10
2022-01-24,15,15,24,13,16,4,11,7,10,3,15,15,7
2022-01-25,16,16,24,14,14,2,9,8,11,5,15,15,9
2022-01-26,16,16,24,13,14,4,9,9,12,3,14,15,6
2022-01-27,15,15,24,15,13,1,4,11,12,3,12,12,8
2022-01-28,13,15,24,13,12,1,4,10,12,13,16,15,3
2022-01-29,17,16,23,11,15,2,8,10,10,3,10,4,13
2022-01-30,16,17,24,2,12,0,0,3,4,3,17,14,11
2022-01-31,12,16,22,15,16,2,9,7,11,4,13,13,8
2022-02-01,15,16,24,12,15,2,9,10,11,3,14,14,8
2022-02-02,15,17,23,14,15,1,8,10,13,3,16,20,6
2022-02-03,17,16,23,13,17,0,6,10,13,3,13,13,4
2022-02-04,15,15,23,13,16,0,9,10,13,3,13,14,1
2022-02-05,17,16,23,12,12,0,1,2,10,4,14,20,1
2022-02-06,17,16,23,2,12,0,0,3,4,7,13,14,11
2022-02-07,16,15,22,14,16,0,9,8,10,3,16,18,11
2022-02-08,15,15,23,13,17,0,9,8,11,5,14,20,13
2022-02-09,17,15,23,14,17,0,9,9,11,3,16,15,3
2022-02-10,16,15,24,15,16,2,9,10,12,12,14,16,4
2022-02-11,16,16,23,11,13,4,7,8,10,8,15,6,11
2022-02-12,17,16,23,11,13,7,10,2,10,6,11,12,11
2022-02-13,16,16,23,3,15,0,0,3,4,10,13,13,12
2022-02-14,18,15,22,13,17,6,9,7,9,4,15,15,13
2022-02-15,16,16,23,14,16,4,9,9,12,3,14,17,13
2022-02-16,16,16,24,8,18,2,9,9,12,3,14,16,9
2022-02-17,17,15,24,14,17,1,10,10,13,4,13,15,14
2022-02-18,15,15,19,11,18,0,2,11,13,3,13,16,12
2022-02-19,19,16,14,11,14,0,0,8,11,5,11,14,9
2022-02-20,17,16,14,2,14,0,0,2,4,9,18,16,10
2022-02-21,16,15,17,13,18,6,9,9,10,4,11,13,8
2022-02-22,16,15,24,14,17,2,8,9,11,13,15,17,1
2022-02-23,16,16,23,11,14,8,8,8,4,6,14,16,9
2022-02-24,16,15,22,14,17,3,9,8,11,3,14,14,7
2022-02-25,16,14,23,15,15,4,8,10,13,4,13,14,4
2022-02-26,17,17,24,11,14,7,5,8,11,14,10,18,1
2022-02-27,14,16,23,2,13,0,0,3,5,12,13,12,1
2022-02-28,11,14,23,12,13,0,0,9,10,3,13,13,1
2022-03-01,11,15,24,10,7,0,0,10,13,3,15,15,2
2022-03-02,14,15,24,11,7,0,0,11,14,3,14,13,1
2022-03-03,16,15,24,10,7,0,0,12,13,3,14,14,1
2022-03-04,16,15,24,14,7,1,0,11,13,4,13,14,2
2022-03-05,17,17,24,10,4,0,0,9,12,6,11,10,1
2022-03-06,15,16,23,3,13,0,0,2,5,4,11,11,4
2022-03-07,11,15,23,11,11,0,0,8,11,3,5,14,1
2022-03-08,16,16,24,8,12,2,9,9,13,3,12,12,8
2022-03-09,12,15,23,6,10,0,0,11,13,3,16,16,1
2022-03-10,16,15,23,6,8,0,0,10,13,4,9,12,8
2022-03-11,8,15,24,5,4,0,0,12,13,3,11,11,1
2022-03-12,8,15,24,7,5,0,0,8,12,5,3,2,1
2022-03-13,9,14,24,3,5,0,0,3,5,4,2,2,2
2022-03-14,5,13,24,4,4,0,0,10,12,3,3,3,1
2022-03-15,10,17,24,6,5,1,1,11,13,4,14,13,1
2022-03-16,8,11,24,4,4,0,5,12,13,3,3,12,1
2022-03-17,6,15,24,4,5,3,8,12,13,3,3,11,1
2022-03-18,15,16,24,5,4,0,0,11,13,3,13,14,13
2022-03-19,8,15,23,5,5,0,0,10,12,5,13,10,1
2022-03-20,16,15,23,3,6,0,0,2,4,5,13,13,1
2022-03-21,16,10,23,8,10,0,0,10,12,5,10,10,2
2022-03-22,16,15,23,9,4,6,0,11,12,3,16,15,3
2022-03-23,11,14,22,11,5,0,0,9,10,3,16,14,1
2022-03-24,15,14,23,9,4,0,0,10,13,4,12,12,1
2022-03-25,15,16,24,7,5,0,0,12,13,3,11,10,1
2022-03-26,16,12,24,8,4,0,0,11,13,3,2,3,1
2022-03-27,12,15,24,2,5,0,0,2,5,6,3,2,1
2022-03-28,9,15,24,7,4,0,0,11,12,3,12,11,1
2022-03-29,7,13,24,6,5,0,0,12,13,3,12,13,1
2022-03-30,10,14,24,7,4,0,4,12,14,3,4,4,1
2022-03-31,10,9,23,4,5,0,7,12,14,4,3,2,1
2022-04-01,10,16,22,6,5,0,1,12,14,3,13,14,2
2022-04-02,9,16,23,12,4,0,1,8,12,3,9,9,6
2022-04-03,17,16,24,2,5,0,0,3,5,12,11,12,10
2022-04-04,15,16,23,12,4,2,0,10,11,3,12,11,7
2022-04-05,13,16,24,9,5,0,4,10,15,4,12,11,9
2022-04-06,13,15,24,3,4,0,8,14,14,3,11,3,1
2022-04-07,12,10,24,6,5,0,8,11,16,3,2,2,1
2022-04-08,8,11,24,3,4,0,7,13,13,3,2,2,1
2022-04-09,5,6,24,3,5,1,7,10,12,3,3,2,2
2022-04-10,9,3,23,3,4,0,4,3,4,3,6,4,9
2022-04-11,4,6,22,2,4,9,9,10,13,4,2,2,3
2022-04-12,10,3,23,3,6,9,9,13,13,11,9,4,6
2022-04-13,9,9,23,6,10,10,9,13,13,10,8,5,1
2022-04-14,9,13,24,7,4,5,2,12,13,3,2,2,0
2022-04-15,12,15,24,2,4,0,2,11,13,3,2,2,0
2022-04-16,5,14,24,3,4,0,2,10,11,3,2,3,6
2022-04-17,6,12,24,2,4,0,0,2,4,3,3,2,0
2022-04-18,14,11,24,3,4,7,6,11,12,3,2,2,0
2022-04-19,7,6,24,2,4,7,8,12,13,3,3,2,2
2022-04-20,16,15,24,3,4,4,6,13,15,3,9,9,0
2022-04-21,7,8,24,2,4,7,8,12,14,4,2,2,1
2022-04-22,5,3,23,7,8,9,9,13,15,10,2,2,3
2022-04-23,6,6,23,3,4,8,9,10,11,3,3,3,0
2022-04-24,4,5,24,2,4,0,0,3,4,3,2,2,0
2022-04-25,4,10,23,8,10,9,9,11,12,12,5,2,5
2022-04-26,10,3,22,14,11,9,9,11,14,10,6,3,2
2022-04-27,8,8,23,14,12,9,9,13,13,11,14,2,7
2022-04-28,5,3,24,13,12,4,9,14,15,3,10,2,4
2022-04-29,4,11,23,3,5,10,9,12,14,3,3,2,0
2022-04-30,6,4,24,2,6,1,8,10,12,3,2,3,0
2022-05-01,12,13,23,3,5,0,0,3,5,3,8,7,0
2022-05-02,5,14,24,2,4,10,9,11,12,3,3,2,0
2022-05-03,7,7,24,2,5,7,9,11,12,3,2,2,0
2022-05-04,4,10,23,3,4,8,6,11,12,3,2,3,0
2022-05-05,5,3,23,3,5,11,9,11,12,3,3,2,0
2022-05-06,4,3,23,8,9,9,6,11,12,12,10,2,7
2022-05-07,5,10,24,5,4,4,10,10,12,3,2,2,0
2022-05-08,4,10,24,2,5,0,0,2,4,3,2,2,1
2022-05-09,8,13,24,9,4,2,8,12,12,3,3,3,0
2022-05-10,4,5,24,8,6,10,10,12,13,11,2,2,4
2022-05-11,5,5,24,10,8,9,9,11,13,9,3,2,3
2022-05-12,4,4,22,8,11,9,10,13,14,10,8,2,8
2022-05-13,4,3,24,8,12,9,9,12,13,8,2,3,5
2022-05-14,11,5,22,4,5,5,9,11,12,3,3,2,6
2022-05-15,5,6,24,3,4,0,0,2,4,4,2,2,0
2022-05-16,9,7,24,4,6,4,9,11,12,3,2,2,2
2022-05-17,4,3,23,8,6,0,9,13,13,4,2,3,0
2022-05-18,6,7,23,7,10,9,10,12,13,10,3,2,2
2022-05-19,4,4,23,12,12,10,10,12,13,9,4,2,5
2022-05-20,6,5,23,13,13,10,9,13,14,9,9,2,10
2022-05-21,6,6,23,11,5,7,9,11,13,5,2,2,2
2022-05-22,6,6,22,2,4,0,0,2,4,3,3,2,0
2022-05-23,5,9,21,8,12,9,10,12,13,12,10,2,8
2022-05-24,10,10,23,9,14,10,10,13,13,12,12,2,8
2022-05-25,14,12,21,5,12,10,9,13,13,3,12,2,9
2022-05-26,4,10,24,11,15,10,10,13,13,11,13,2,5
2022-05-27,5,10,24,10,14,9,9,13,13,10,13,2,7
2022-05-28,9,12,23,9,7,9,7,11,12,5,2,3,4
2022-05-29,15,10,23,3,9,0,3,2,4,10,9,2,5
2022-05-30,10,11,23,12,14,10,10,12,13,14,13,7,10
2022-05-31,4,9,22,10,14,10,9,12,13,13,12,2,7
2022-06-01,9,11,24,10,13,10,12,13,14,12,10,2,5
2022-06-02,12,10,22,6,14,10,13,12,13,12,15,10,7
2022-06-03,8,12,24,13,12,10,12,12,14,13,12,3,8
2022-06-04,13,12,22,11,5,8,13,10,11,9,2,4,0
2022-06-05,10,13,21,3,6,0,4,3,4,5,10,2,0
2022-06-06,4,3,24,7,13,1,11,11,13,4,2,2,5
2022-06-07,4,3,24,6,10,10,12,12,13,11,12,2,2
2022-06-08,4,4,23,6,6,9,13,11,13,3,2,2,9
2022-06-09,4,9,23,7,10,11,13,13,13,10,10,2,3
2022-06-10,8,7,23,8,11,10,12,13,13,11,9,3,6
2022-06-11,14,10,21,9,4,8,14,10,13,3,2,2,8
2022-06-12,15,13,23,3,9,0,4,3,4,4,3,2,7
2022-06-13,5,8,23,10,14,11,13,10,12,11,12,7,7
2022-06-14,4,4,24,8,11,5,11,13,13,3,12,3,1
2022-06-15,5,4,23,6,14,0,13,12,13,3,2,2,4
2022-06-16,4,6,23,9,12,5,12,13,14,10,7,1,2
2022-06-17,7,3,22,12,13,10,12,12,14,12,14,8,7
2022-06-18,11,14,22,9,5,7,11,11,12,7,3,2,9
2022-06-19,16,13,23,3,10,0,4,3,4,8,12,2,10
2022-06-20,15,14,23,14,14,11,13,11,13,13,14,15,13
2022-06-21,12,14,23,14,14,10,13,13,14,13,13,13,10
2022-06-22,13,11,23,12,14,11,13,13,13,6,14,14,10
2022-06-23,10,9,23,15,14,11,13,12,14,14,15,9,0
2022-06-24,14,12,23,15,15,11,12,12,13,13,14,13,2
2022-06-25,17,16,24,11,12,9,13,12,12,10,2,12,10
2022-06-26,16,14,24,2,12,0,4,2,4,6,15,10,12
2022-06-27,13,14,24,14,17,11,13,12,14,12,14,14,13
2022-06-28,17,16,24,13,13,11,13,12,13,16,15,17,16
2022-06-29,16,14,24,14,16,11,13,11,13,15,14,12,14
2022-06-30,15,15,24,15,14,11,12,13,14,17,16,18,13
2022-07-01,16,15,24,15,17,10,12,12,13,13,13,12,15
2022-07-02,16,14,24,10,13,10,13,10,13,4,2,2,12
2022-07-03,17,15,24,3,16,1,6,4,6,11,16,14,8
2022-07-04,15,14,24,14,15,9,12,12,13,14,14,13,11
2022-07-05,16,14,24,16,16,10,12,13,13,13,14,15,14
2022-07-06,17,15,23,15,15,11,13,13,14,12,14,15,15
2022-07-07,14,12,24,15,15,11,13,12,13,13,14,15,13
2022-07-08,14,13,23,14,16,11,13,12,13,11,13,12,5
2022-07-09,17,16,23,11,14,9,12,12,13,3,3,13,12
2022-07-10,16,16,22,3,12,0,6,2,4,14,13,5,7
2022-07-11,15,13,23,15,15,11,14,11,14,13,14,14,9
2022-07-12,15,13,24,15,15,11,13,13,14,13,14,16,12
2022-07-13,14,10,23,14,14,11,13,11,14,11,12,13,10
2022-07-14,11,14,22,15,16,11,13,12,13,13,12,10,9
2022-07-15,15,11,23,14,14,10,13,13,14,13,7,5,7
2022-07-16,13,12,21,7,12,8,13,11,12,5,7,2,13
2022-07-17,16,17,23,2,12,0,5,2,5,3,10,5,14
2022-07-18,16,15,23,11,15,9,13,12,13,10,13,12,14
2022-07-19,16,14,23,14,16,10,13,13,13,13,12,12,11
2022-07-20,16,16,24,13,14,11,13,13,13,16,15,15,13
2022-07-21,15,12,24,15,16,11,13,12,13,12,16,16,16
2022-07-22,16,15,23,14,19,11,14,12,13,17,12,13,9
2022-07-23,17,17,24,7,13,10,13,11,13,11,2,9,15
2022-07-24,16,18,23,2,14,0,6,2,4,3,14,14,15
2022-07-25,16,16,24,14,16,11,13,11,12,13,15,15,16
2022-07-26,16,13,24,15,14,11,13,13,13,14,15,16,15
2022-07-27,16,15,21,14,16,11,13,11,14,12,15,15,14
2022-07-28,15,15,24,15,16,11,13,13,13,13,15,16,13
2022-07-29,17,14,22,15,20,11,14,12,13,17,12,13,5
2022-07-30,16,16,24,11,13,10,13,11,12,14,2,17,15
2022-07-31,17,16,24,3,13,3,10,3,4,10,14,13,11
