,EHP1-1,EHP1-2,EHP1-3,EHP2-3,EHP2-4,EHP3-1,EHP3-2,EHP3-3,EHP3-4,EHP4-1,EHP4-3,EHP4-5,EHP4-6,日時
2018-10-28,5.0,3.0,33.0,1.0,4.0,0.0,4.0,2.0,4.0,3.0,0.0,2.0,0.0,2018-10-28
2018-10-29,11.0,4.0,28.0,5.0,21.0,11.0,17.0,38.0,106.0,7.0,0.0,12.0,0.0,2018-10-29
2018-10-30,5.0,3.0,29.0,6.0,21.0,11.0,47.0,37.0,119.0,3.0,0.0,19.0,2.0,2018-10-30
2018-10-31,4.0,7.0,31.0,6.0,10.0,4.0,33.0,36.0,84.0,3.0,0.0,2.0,2.0,2018-10-31
2018-11-01,8.0,3.0,30.0,4.0,7.0,0.0,43.0,35.0,82.0,3.0,0.0,2.0,0.0,2018-11-01
2018-11-02,5.0,3.0,31.0,1.0,13.0,7.0,34.0,35.0,80.0,2.0,0.0,2.0,0.0,2018-11-02
2018-11-03,25.0,12.0,39.0,0.0,3.0,21.0,5.0,30.0,53.0,3.0,0.0,3.0,0.0,2018-11-03
2018-11-04,12.0,4.0,29.0,1.0,4.0,0.0,4.0,2.0,4.0,3.0,0.0,2.0,0.0,2018-11-04
2018-11-05,6.0,40.0,31.0,0.0,4.0,0.0,22.0,41.0,99.0,3.0,0.0,2.0,0.0,2018-11-05
2018-11-06,5.0,3.0,34.0,5.0,7.0,0.0,40.0,40.0,105.0,3.0,0.0,3.0,4.0,2018-11-06
2018-11-07,4.0,3.0,32.0,2.0,15.0,0.0,36.0,39.0,105.0,2.0,0.0,2.0,5.0,2018-11-07
2018-11-08,7.0,6.0,32.0,1.0,7.0,0.0,47.0,40.0,106.0,3.0,0.0,2.0,3.0,2018-11-08
2018-11-09,19.0,10.0,35.0,1.0,11.0,0.0,28.0,39.0,111.0,3.0,0.0,3.0,0.0,2018-11-09
2018-11-10,5.0,3.0,30.0,1.0,4.0,8.0,26.0,40.0,23.0,3.0,0.0,2.0,8.0,2018-11-10
2018-11-11,10.0,3.0,30.0,0.0,3.0,0.0,5.0,3.0,4.0,2.0,0.0,2.0,0.0,2018-11-11
2018-11-12,4.0,3.0,52.0,0.0,8.0,0.0,30.0,36.0,117.0,3.0,0.0,3.0,0.0,2018-11-12
2018-11-13,4.0,3.0,30.0,1.0,12.0,6.0,18.0,36.0,101.0,3.0,0.0,25.0,0.0,2018-11-13
2018-11-14,4.0,3.0,29.0,1.0,3.0,0.0,28.0,34.0,94.0,3.0,0.0,2.0,0.0,2018-11-14
2018-11-15,4.0,10.0,50.0,0.0,4.0,0.0,22.0,35.0,91.0,2.0,0.0,30.0,0.0,2018-11-15
2018-11-16,16.0,15.0,28.0,1.0,3.0,0.0,28.0,33.0,102.0,3.0,0.0,38.0,0.0,2018-11-16
2018-11-17,4.0,3.0,30.0,16.0,4.0,7.0,8.0,32.0,35.0,3.0,0.0,11.0,0.0,2018-11-17
2018-11-18,26.0,32.0,46.0,2.0,3.0,0.0,5.0,2.0,3.0,2.0,0.0,2.0,0.0,2018-11-18
2018-11-19,7.0,3.0,45.0,2.0,4.0,0.0,17.0,25.0,88.0,3.0,0.0,30.0,0.0,2018-11-19
2018-11-20,4.0,15.0,32.0,49.0,3.0,0.0,15.0,31.0,76.0,3.0,0.0,30.0,0.0,2018-11-20
2018-11-21,4.0,22.0,64.0,2.0,4.0,0.0,20.0,30.0,82.0,2.0,0.0,3.0,0.0,2018-11-21
2018-11-22,5.0,20.0,45.0,2.0,4.0,0.0,9.0,31.0,90.0,3.0,0.0,36.0,0.0,2018-11-22
2018-11-23,3.0,2.0,17.0,2.0,2.0,0.0,4.0,2.0,3.0,2.0,0.0,2.0,0.0,2018-11-23
2018-11-24,47.0,42.0,60.0,32.0,6.0,0.0,4.0,15.0,22.0,15.0,28.0,16.0,1.0,2018-11-24
2018-11-25,4.0,69.0,68.0,31.0,5.0,2.0,12.0,7.0,9.0,20.0,34.0,2.0,1.0,2018-11-25
2018-11-26,8.0,43.0,55.0,11.0,8.0,0.0,9.0,27.0,51.0,3.0,23.0,5.0,1.0,2018-11-26
2018-11-27,27.0,37.0,36.0,33.0,4.0,0.0,11.0,30.0,59.0,3.0,2.0,35.0,1.0,2018-11-27
2018-11-28,32.0,5.0,56.0,2.0,4.0,0.0,23.0,30.0,67.0,4.0,3.0,2.0,1.0,2018-11-28
2018-11-29,41.0,3.0,55.0,3.0,4.0,0.0,11.0,29.0,65.0,3.0,2.0,34.0,2.0,2018-11-29
2018-11-30,32.0,3.0,45.0,3.0,4.0,0.0,21.0,28.0,60.0,3.0,2.0,2.0,1.0,2018-11-30
2018-12-01,20.0,8.0,56.0,28.0,4.0,0.0,11.0,27.0,21.0,3.0,17.0,32.0,1.0,2018-12-01
2018-12-02,44.0,42.0,60.0,2.0,24.0,0.0,4.0,3.0,4.0,12.0,26.0,35.0,20.0,2018-12-02
2018-12-03,15.0,29.0,62.0,3.0,5.0,0.0,4.0,26.0,55.0,3.0,2.0,2.0,1.0,2018-12-03
2018-12-04,5.0,29.0,42.0,3.0,4.0,0.0,33.0,33.0,61.0,3.0,2.0,17.0,1.0,2018-12-04
2018-12-05,19.0,4.0,53.0,2.0,4.0,0.0,20.0,29.0,54.0,3.0,3.0,28.0,1.0,2018-12-05
2018-12-06,25.0,8.0,61.0,3.0,5.0,0.0,8.0,30.0,59.0,3.0,2.0,2.0,1.0,2018-12-06
2018-12-07,35.0,3.0,52.0,2.0,4.0,0.0,14.0,29.0,60.0,4.0,3.0,42.0,2.0,2018-12-07
2018-12-08,34.0,4.0,54.0,29.0,5.0,0.0,9.0,24.0,6.0,16.0,16.0,27.0,1.0,2018-12-08
2018-12-09,60.0,75.0,57.0,3.0,64.0,0.0,4.0,2.0,12.0,26.0,2.0,61.0,1.0,2018-12-09
2018-12-10,31.0,55.0,80.0,53.0,14.0,0.0,4.0,21.0,46.0,41.0,3.0,39.0,5.0,2018-12-10
2018-12-11,40.0,81.0,84.0,17.0,23.0,0.0,22.0,20.0,60.0,3.0,2.0,71.0,12.0,2018-12-11
2018-12-12,56.0,63.0,73.0,38.0,20.0,0.0,59.0,21.0,41.0,43.0,26.0,75.0,11.0,2018-12-12
2018-12-13,45.0,44.0,87.0,47.0,19.0,0.0,34.0,23.0,54.0,29.0,2.0,62.0,1.0,2018-12-13
2018-12-14,64.0,96.0,83.0,40.0,33.0,0.0,11.0,24.0,58.0,11.0,2.0,82.0,1.0,2018-12-14
2018-12-15,29.0,3.0,59.0,43.0,49.0,0.0,6.0,9.0,15.0,28.0,32.0,50.0,23.0,2018-12-15
2018-12-16,63.0,91.0,84.0,3.0,107.0,0.0,4.0,2.0,4.0,50.0,38.0,88.0,27.0,2018-12-16
2018-12-17,40.0,113.0,85.0,51.0,24.0,0.0,4.0,18.0,50.0,17.0,53.0,2.0,15.0,2018-12-17
2018-12-18,4.0,41.0,32.0,33.0,25.0,0.0,4.0,29.0,51.0,3.0,36.0,81.0,6.0,2018-12-18
2018-12-19,32.0,62.0,62.0,37.0,12.0,0.0,7.0,34.0,64.0,3.0,2.0,64.0,14.0,2018-12-19
2018-12-20,33.0,46.0,70.0,35.0,17.0,0.0,11.0,33.0,78.0,3.0,30.0,64.0,10.0,2018-12-20
2018-12-21,52.0,40.0,68.0,30.0,8.0,0.0,11.0,28.0,71.0,4.0,29.0,37.0,1.0,2018-12-21
2018-12-22,4.0,50.0,39.0,52.0,6.0,0.0,4.0,15.0,18.0,25.0,11.0,3.0,8.0,2018-12-22
2018-12-23,25.0,29.0,56.0,3.0,32.0,0.0,3.0,3.0,4.0,9.0,36.0,52.0,21.0,2018-12-23
2018-12-24,28.0,28.0,64.0,46.0,46.0,0.0,4.0,12.0,26.0,29.0,3.0,60.0,6.0,2018-12-24
2018-12-25,41.0,72.0,55.0,48.0,42.0,0.0,4.0,13.0,38.0,3.0,22.0,80.0,11.0,2018-12-25
2018-12-26,32.0,52.0,74.0,38.0,30.0,0.0,4.0,20.0,40.0,4.0,30.0,47.0,17.0,2018-12-26
2018-12-27,31.0,40.0,71.0,31.0,21.0,0.0,4.0,21.0,43.0,3.0,2.0,20.0,19.0,2018-12-27
2018-12-28,33.0,70.0,50.0,54.0,41.0,0.0,5.0,15.0,34.0,3.0,61.0,69.0,20.0,2018-12-28
2018-12-29,11.0,19.0,24.0,32.0,37.0,0.0,4.0,2.0,11.0,15.0,57.0,29.0,28.0,2018-12-29
2018-12-30,4.0,67.0,23.0,39.0,4.0,0.0,3.0,3.0,5.0,3.0,35.0,47.0,1.0,2018-12-30
2018-12-31,5.0,3.0,22.0,2.0,5.0,0.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,2018-12-31
2019-01-01,4.0,4.0,22.0,3.0,4.0,0.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0,2019-01-01
2019-01-02,5.0,3.0,21.0,2.0,5.0,0.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2019-01-02
2019-01-03,4.0,3.0,20.0,45.0,4.0,0.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0,2019-01-03
2019-01-04,4.0,3.0,21.0,48.0,5.0,0.0,4.0,3.0,5.0,33.0,71.0,66.0,1.0,2019-01-04
2019-01-05,57.0,86.0,78.0,39.0,64.0,0.0,4.0,2.0,4.0,25.0,64.0,89.0,13.0,2019-01-05
2019-01-06,76.0,58.0,87.0,34.0,102.0,0.0,3.0,2.0,4.0,48.0,55.0,43.0,41.0,2019-01-06
2019-01-07,48.0,63.0,100.0,59.0,83.0,0.0,40.0,5.0,10.0,15.0,50.0,76.0,34.0,2019-01-07
2019-01-08,80.0,73.0,26.0,46.0,45.0,0.0,82.0,13.0,33.0,12.0,42.0,88.0,6.0,2019-01-08
2019-01-09,90.0,80.0,73.0,46.0,46.0,0.0,60.0,16.0,38.0,5.0,46.0,134.0,21.0,2019-01-09
2019-01-10,52.0,64.0,105.0,38.0,71.0,8.0,33.0,18.0,40.0,10.0,46.0,80.0,26.0,2019-01-10
2019-01-11,49.0,89.0,89.0,38.0,17.0,0.0,31.0,23.0,51.0,4.0,24.0,73.0,1.0,2019-01-11
2019-01-12,134.0,86.0,91.0,66.0,53.0,0.0,55.0,9.0,18.0,42.0,44.0,54.0,49.0,2019-01-12
2019-01-13,49.0,87.0,78.0,3.0,50.0,0.0,5.0,3.0,5.0,7.0,47.0,50.0,36.0,2019-01-13
2019-01-14,30.0,17.0,57.0,36.0,36.0,0.0,4.0,15.0,31.0,14.0,60.0,32.0,17.0,2019-01-14
2019-01-15,12.0,108.0,42.0,42.0,47.0,11.0,49.0,18.0,52.0,13.0,53.0,62.0,14.0,2019-01-15
2019-01-16,41.0,67.0,84.0,44.0,16.0,0.0,17.0,23.0,59.0,7.0,10.0,61.0,20.0,2019-01-16
2019-01-17,37.0,85.0,80.0,40.0,27.0,0.0,4.0,25.0,59.0,6.0,28.0,61.0,5.0,2019-01-17
2019-01-18,47.0,39.0,95.0,46.0,12.0,0.0,3.0,25.0,53.0,3.0,2.0,76.0,5.0,2019-01-18
2019-01-19,98.0,25.0,43.0,35.0,32.0,0.0,4.0,15.0,21.0,12.0,2.0,129.0,26.0,2019-01-19
2019-01-20,107.0,120.0,80.0,28.0,40.0,0.0,4.0,2.0,4.0,3.0,47.0,2.0,33.0,2019-01-20
2019-01-21,35.0,79.0,93.0,40.0,36.0,0.0,4.0,16.0,42.0,5.0,45.0,52.0,8.0,2019-01-21
2019-01-22,9.0,109.0,55.0,24.0,25.0,0.0,4.0,22.0,48.0,8.0,43.0,64.0,7.0,2019-01-22
2019-01-23,36.0,77.0,92.0,10.0,21.0,0.0,4.0,22.0,53.0,3.0,43.0,61.0,26.0,2019-01-23
2019-01-24,38.0,96.0,85.0,7.0,24.0,0.0,4.0,26.0,47.0,5.0,42.0,60.0,8.0,2019-01-24
2019-01-25,43.0,75.0,93.0,11.0,26.0,0.0,4.0,23.0,36.0,4.0,43.0,66.0,14.0,2019-01-25
2019-01-26,78.0,3.0,50.0,49.0,41.0,0.0,4.0,10.0,15.0,17.0,30.0,90.0,20.0,2019-01-26
2019-01-27,65.0,93.0,90.0,3.0,62.0,0.0,4.0,2.0,4.0,17.0,51.0,44.0,13.0,2019-01-27
2019-01-28,49.0,53.0,95.0,44.0,40.0,6.0,4.0,12.0,45.0,27.0,43.0,63.0,12.0,2019-01-28
2019-01-29,57.0,54.0,91.0,40.0,22.0,0.0,3.0,19.0,39.0,6.0,27.0,88.0,7.0,2019-01-29
2019-01-30,37.0,43.0,85.0,30.0,30.0,0.0,4.0,20.0,46.0,9.0,28.0,93.0,9.0,2019-01-30
2019-01-31,40.0,76.0,89.0,21.0,28.0,0.0,4.0,20.0,47.0,35.0,39.0,82.0,14.0,2019-01-31
2019-02-01,43.0,71.0,91.0,34.0,42.0,0.0,4.0,18.0,43.0,9.0,43.0,92.0,1.0,2019-02-01
2019-02-02,38.0,3.0,25.0,41.0,37.0,0.0,4.0,10.0,15.0,8.0,51.0,49.0,23.0,2019-02-02
2019-02-03,65.0,74.0,75.0,3.0,35.0,0.0,4.0,2.0,4.0,3.0,2.0,3.0,5.0,2019-02-03
2019-02-04,26.0,34.0,77.0,10.0,21.0,0.0,11.0,28.0,63.0,6.0,21.0,57.0,1.0,2019-02-04
2019-02-05,38.0,43.0,78.0,13.0,49.0,0.0,4.0,26.0,66.0,4.0,31.0,88.0,7.0,2019-02-05
2019-02-06,46.0,83.0,88.0,30.0,21.0,0.0,4.0,27.0,66.0,7.0,30.0,96.0,16.0,2019-02-06
2019-02-07,90.0,40.0,84.0,26.0,22.0,0.0,4.0,29.0,76.0,3.0,23.0,71.0,1.0,2019-02-07
2019-02-08,27.0,92.0,86.0,42.0,14.0,0.0,4.0,28.0,61.0,4.0,37.0,52.0,1.0,2019-02-08
2019-02-09,62.0,21.0,37.0,61.0,68.0,0.0,4.0,2.0,23.0,46.0,51.0,83.0,35.0,2019-02-09
2019-02-10,99.0,95.0,91.0,2.0,68.0,0.0,3.0,3.0,4.0,8.0,35.0,65.0,30.0,2019-02-10
2019-02-11,49.0,96.0,92.0,63.0,86.0,0.0,4.0,2.0,4.0,54.0,54.0,46.0,31.0,2019-02-11
2019-02-12,58.0,32.0,75.0,56.0,50.0,14.0,4.0,16.0,30.0,28.0,41.0,60.0,7.0,2019-02-12
2019-02-13,76.0,51.0,96.0,43.0,50.0,11.0,4.0,19.0,47.0,16.0,39.0,60.0,26.0,2019-02-13
2019-02-14,96.0,103.0,103.0,48.0,40.0,3.0,41.0,14.0,51.0,19.0,36.0,71.0,1.0,2019-02-14
2019-02-15,74.0,51.0,100.0,49.0,41.0,0.0,64.0,23.0,51.0,19.0,46.0,94.0,12.0,2019-02-15
2019-02-16,62.0,33.0,26.0,26.0,62.0,0.0,5.0,2.0,18.0,3.0,43.0,75.0,2.0,2019-02-16
2019-02-17,90.0,90.0,77.0,3.0,52.0,0.0,4.0,2.0,4.0,12.0,34.0,15.0,28.0,2019-02-17
2019-02-18,43.0,25.0,79.0,35.0,40.0,0.0,37.0,20.0,36.0,21.0,31.0,81.0,5.0,2019-02-18
2019-02-19,63.0,52.0,92.0,39.0,35.0,0.0,32.0,24.0,62.0,15.0,36.0,31.0,10.0,2019-02-19
2019-02-20,16.0,27.0,65.0,20.0,14.0,0.0,16.0,30.0,68.0,4.0,37.0,3.0,4.0,2019-02-20
2019-02-21,32.0,21.0,53.0,28.0,15.0,0.0,20.0,27.0,56.0,3.0,18.0,41.0,1.0,2019-02-21
2019-02-22,39.0,22.0,72.0,32.0,12.0,0.0,4.0,27.0,69.0,3.0,2.0,52.0,1.0,2019-02-22
2019-02-23,4.0,32.0,26.0,34.0,5.0,0.0,5.0,23.0,17.0,3.0,3.0,49.0,1.0,2019-02-23
2019-02-24,40.0,52.0,80.0,2.0,47.0,0.0,4.0,3.0,4.0,3.0,2.0,42.0,1.0,2019-02-24
2019-02-25,26.0,36.0,81.0,28.0,18.0,0.0,11.0,25.0,63.0,8.0,25.0,38.0,2.0,2019-02-25
2019-02-26,32.0,36.0,56.0,13.0,19.0,0.0,10.0,29.0,69.0,5.0,25.0,38.0,1.0,2019-02-26
2019-02-27,35.0,33.0,70.0,14.0,14.0,0.0,11.0,27.0,63.0,9.0,19.0,22.0,1.0,2019-02-27
2019-02-28,38.0,95.0,83.0,26.0,16.0,0.0,5.0,24.0,48.0,4.0,18.0,40.0,1.0,2019-02-28
2019-03-01,49.0,43.0,76.0,15.0,15.0,0.0,4.0,25.0,65.0,3.0,2.0,55.0,1.0,2019-03-01
2019-03-02,34.0,24.0,45.0,31.0,13.0,0.0,4.0,15.0,23.0,3.0,3.0,42.0,20.0,2019-03-02
2019-03-03,85.0,65.0,75.0,3.0,61.0,0.0,4.0,3.0,4.0,16.0,2.0,47.0,33.0,2019-03-03
2019-03-04,14.0,54.0,76.0,15.0,30.0,0.0,5.0,21.0,60.0,4.0,32.0,44.0,15.0,2019-03-04
2019-03-05,34.0,43.0,46.0,16.0,23.0,0.0,4.0,33.0,73.0,3.0,2.0,45.0,1.0,2019-03-05
2019-03-06,34.0,39.0,76.0,2.0,24.0,0.0,4.0,34.0,80.0,3.0,27.0,22.0,23.0,2019-03-06
2019-03-07,90.0,24.0,82.0,26.0,22.0,0.0,4.0,33.0,97.0,8.0,15.0,39.0,2.0,2019-03-07
2019-03-08,12.0,49.0,88.0,6.0,5.0,0.0,4.0,28.0,64.0,4.0,23.0,39.0,1.0,2019-03-08
2019-03-09,4.0,3.0,60.0,28.0,6.0,0.0,5.0,9.0,29.0,6.0,2.0,54.0,1.0,2019-03-09
2019-03-10,13.0,54.0,70.0,3.0,42.0,0.0,4.0,2.0,4.0,17.0,2.0,42.0,14.0,2019-03-10
2019-03-11,27.0,27.0,64.0,4.0,23.0,0.0,4.0,33.0,78.0,3.0,25.0,27.0,3.0,2019-03-11
2019-03-12,26.0,35.0,27.0,8.0,16.0,0.0,4.0,39.0,83.0,3.0,18.0,2.0,1.0,2019-03-12
2019-03-13,9.0,3.0,55.0,23.0,11.0,0.0,4.0,36.0,82.0,4.0,22.0,2.0,12.0,2019-03-13
2019-03-14,44.0,61.0,62.0,15.0,17.0,0.0,5.0,30.0,79.0,3.0,26.0,38.0,1.0,2019-03-14
2019-03-15,50.0,55.0,72.0,12.0,30.0,0.0,4.0,32.0,84.0,3.0,28.0,40.0,1.0,2019-03-15
2019-03-16,4.0,3.0,53.0,26.0,5.0,0.0,4.0,2.0,36.0,3.0,3.0,69.0,9.0,2019-03-16
2019-03-17,39.0,51.0,60.0,2.0,46.0,0.0,4.0,2.0,4.0,10.0,2.0,20.0,5.0,2019-03-17
2019-03-18,16.0,35.0,64.0,29.0,5.0,0.0,5.0,24.0,58.0,7.0,24.0,39.0,3.0,2019-03-18
2019-03-19,4.0,44.0,52.0,3.0,4.0,0.0,4.0,33.0,87.0,3.0,2.0,28.0,1.0,2019-03-19
2019-03-20,19.0,27.0,40.0,3.0,11.0,0.0,4.0,35.0,81.0,3.0,3.0,3.0,1.0,2019-03-20
2019-03-21,4.0,16.0,52.0,2.0,19.0,0.0,4.0,34.0,76.0,3.0,2.0,6.0,1.0,2019-03-21
2019-03-22,16.0,4.0,53.0,3.0,5.0,0.0,4.0,36.0,80.0,3.0,2.0,8.0,1.0,2019-03-22
2019-03-23,18.0,45.0,43.0,42.0,5.0,0.0,5.0,3.0,41.0,11.0,3.0,47.0,20.0,2019-03-23
2019-03-24,37.0,51.0,61.0,6.0,51.0,0.0,4.0,2.0,4.0,3.0,2.0,40.0,5.0,2019-03-24
2019-03-25,13.0,35.0,64.0,15.0,5.0,0.0,4.0,26.0,57.0,3.0,3.0,2.0,1.0,2019-03-25
2019-03-26,5.0,24.0,28.0,2.0,4.0,0.0,4.0,29.0,66.0,4.0,2.0,3.0,1.0,2019-03-26
2019-03-27,30.0,31.0,47.0,3.0,5.0,0.0,5.0,32.0,81.0,3.0,2.0,2.0,2.0,2019-03-27
2019-03-28,35.0,74.0,75.0,2.0,4.0,0.0,4.0,34.0,75.0,3.0,3.0,8.0,1.0,2019-03-28
2019-03-29,74.0,7.0,78.0,16.0,5.0,0.0,4.0,31.0,79.0,3.0,2.0,69.0,1.0,2019-03-29
2019-03-30,30.0,3.0,58.0,46.0,4.0,0.0,4.0,2.0,48.0,3.0,14.0,35.0,1.0,2019-03-30
2019-03-31,44.0,56.0,65.0,2.0,15.0,0.0,5.0,3.0,4.0,3.0,2.0,2.0,1.0,2019-03-31
2019-04-01,12.0,34.0,62.0,3.0,5.0,0.0,4.0,29.0,66.0,4.0,2.0,2.0,1.0,2019-04-01
2019-04-02,4.0,46.0,41.0,35.0,29.0,0.0,4.0,29.0,71.0,3.0,13.0,3.0,1.0,2019-04-02
2019-04-03,57.0,24.0,49.0,22.0,9.0,0.0,4.0,27.0,66.0,3.0,19.0,46.0,1.0,2019-04-03
2019-04-04,49.0,41.0,60.0,3.0,11.0,0.0,4.0,27.0,79.0,3.0,24.0,23.0,1.0,2019-04-04
2019-04-05,30.0,3.0,53.0,3.0,5.0,0.0,5.0,37.0,90.0,3.0,6.0,2.0,2.0,2019-04-05
2019-04-06,16.0,3.0,39.0,2.0,4.0,0.0,4.0,27.0,60.0,3.0,15.0,3.0,1.0,2019-04-06
2019-04-07,6.0,30.0,45.0,3.0,21.0,0.0,4.0,2.0,4.0,4.0,2.0,4.0,1.0,2019-04-07
2019-04-08,10.0,34.0,62.0,2.0,5.0,0.0,4.0,29.0,100.0,3.0,17.0,2.0,1.0,2019-04-08
2019-04-09,6.0,8.0,35.0,3.0,5.0,0.0,5.0,33.0,80.0,3.0,22.0,11.0,3.0,2019-04-09
2019-04-10,68.0,76.0,84.0,44.0,4.0,0.0,4.0,27.0,78.0,3.0,3.0,79.0,11.0,2019-04-10
2019-04-11,53.0,17.0,65.0,21.0,12.0,0.0,4.0,29.0,75.0,3.0,24.0,2.0,4.0,2019-04-11
2019-04-12,55.0,7.0,60.0,26.0,9.0,0.0,4.0,31.0,85.0,4.0,25.0,27.0,1.0,2019-04-12
2019-04-13,26.0,53.0,60.0,34.0,5.0,0.0,5.0,14.0,30.0,3.0,12.0,16.0,1.0,2019-04-13
2019-04-14,48.0,45.0,60.0,2.0,12.0,0.0,4.0,3.0,4.0,3.0,2.0,8.0,10.0,2019-04-14
2019-04-15,4.0,14.0,53.0,3.0,8.0,0.0,4.0,36.0,97.0,3.0,2.0,2.0,8.0,2019-04-15
2019-04-16,4.0,40.0,35.0,3.0,13.0,0.0,4.0,37.0,97.0,3.0,3.0,2.0,1.0,2019-04-16
2019-04-17,32.0,3.0,54.0,2.0,4.0,0.0,4.0,38.0,103.0,3.0,2.0,2.0,1.0,2019-04-17
2019-04-18,16.0,8.0,31.0,3.0,5.0,0.0,21.0,44.0,127.0,3.0,3.0,2.0,1.0,2019-04-18
2019-04-19,7.0,3.0,32.0,2.0,5.0,0.0,40.0,45.0,159.0,4.0,2.0,2.0,1.0,2019-04-19
2019-04-20,8.0,3.0,31.0,3.0,4.0,0.0,27.0,30.0,73.0,3.0,2.0,3.0,1.0,2019-04-20
2019-04-21,4.0,17.0,48.0,3.0,4.0,0.0,4.0,2.0,4.0,3.0,3.0,2.0,1.0,2019-04-21
2019-04-22,13.0,3.0,30.0,2.0,5.0,10.0,51.0,49.0,187.0,3.0,2.0,2.0,1.0,2019-04-22
2019-04-23,4.0,21.0,31.0,3.0,10.0,2.0,45.0,48.0,161.0,3.0,3.0,4.0,1.0,2019-04-23
2019-04-24,19.0,3.0,33.0,2.0,17.0,0.0,45.0,49.0,168.0,3.0,2.0,2.0,1.0,2019-04-24
2019-04-25,5.0,8.0,34.0,3.0,33.0,5.0,48.0,51.0,197.0,3.0,7.0,3.0,15.0,2019-04-25
2019-04-26,4.0,17.0,63.0,3.0,18.0,0.0,30.0,39.0,125.0,4.0,2.0,2.0,8.0,2019-04-26
2019-04-27,40.0,3.0,42.0,3.0,4.0,0.0,25.0,30.0,61.0,3.0,2.0,2.0,0.0,2019-04-27
2019-04-28,24.0,15.0,47.0,3.0,4.0,0.0,4.0,3.0,5.0,3.0,2.0,2.0,0.0,2019-04-28
2019-04-29,23.0,3.0,29.0,3.0,4.0,0.0,4.0,2.0,4.0,3.0,3.0,2.0,0.0,2019-04-29
2019-04-30,4.0,4.0,30.0,17.0,5.0,0.0,14.0,36.0,107.0,3.0,29.0,3.0,0.0,2019-04-30
2019-05-01,14.0,3.0,28.0,3.0,4.0,0.0,4.0,3.0,4.0,3.0,2.0,2.0,0.0,2019-05-01
2019-05-02,16.0,3.0,57.0,3.0,5.0,0.0,24.0,43.0,127.0,4.0,18.0,2.0,0.0,2019-05-02
2019-05-03,4.0,3.0,26.0,2.0,4.0,0.0,25.0,42.0,128.0,12.0,4.0,2.0,0.0,2019-05-03
2019-05-04,5.0,3.0,29.0,3.0,4.0,0.0,35.0,30.0,89.0,3.0,2.0,2.0,0.0,2019-05-04
2019-05-05,4.0,3.0,28.0,2.0,4.0,0.0,4.0,2.0,5.0,2.0,3.0,2.0,0.0,2019-05-05
2019-05-06,4.0,4.0,29.0,3.0,4.0,0.0,3.0,3.0,4.0,3.0,2.0,2.0,0.0,2019-05-06
2019-05-07,5.0,3.0,31.0,3.0,8.0,0.0,36.0,38.0,108.0,3.0,2.0,2.0,0.0,2019-05-07
2019-05-08,4.0,3.0,34.0,2.0,4.0,0.0,28.0,40.0,115.0,3.0,3.0,2.0,0.0,2019-05-08
2019-05-09,4.0,3.0,29.0,3.0,17.0,0.0,29.0,41.0,134.0,3.0,2.0,2.0,0.0,2019-05-09
2019-05-10,20.0,3.0,30.0,2.0,14.0,0.0,54.0,55.0,175.0,3.0,12.0,4.0,2.0,2019-05-10
2019-05-11,16.0,9.0,31.0,3.0,5.0,7.0,44.0,44.0,141.0,3.0,2.0,2.0,0.0,2019-05-11
2019-05-12,5.0,5.0,32.0,3.0,19.0,0.0,6.0,2.0,4.0,15.0,2.0,2.0,0.0,2019-05-12
2019-05-13,4.0,3.0,31.0,2.0,13.0,2.0,50.0,46.0,134.0,2.0,2.0,2.0,0.0,2019-05-13
2019-05-14,4.0,3.0,37.0,3.0,22.0,7.0,37.0,46.0,164.0,5.0,3.0,2.0,2.0,2019-05-14
2019-05-15,4.0,4.0,32.0,2.0,22.0,7.0,46.0,61.0,191.0,2.0,15.0,2.0,3.0,2019-05-15
2019-05-16,14.0,6.0,40.0,4.0,26.0,7.0,42.0,64.0,180.0,20.0,20.0,3.0,0.0,2019-05-16
2019-05-17,8.0,3.0,39.0,12.0,28.0,10.0,50.0,55.0,213.0,3.0,12.0,6.0,3.0,2019-05-17
2019-05-18,16.0,14.0,35.0,3.0,17.0,15.0,43.0,43.0,141.0,3.0,2.0,2.0,2.0,2019-05-18
2019-05-19,5.0,17.0,32.0,4.0,25.0,0.0,18.0,3.0,4.0,5.0,19.0,8.0,23.0,2019-05-19
2019-05-20,4.0,3.0,34.0,13.0,26.0,12.0,50.0,53.0,161.0,3.0,18.0,14.0,0.0,2019-05-20
2019-05-21,12.0,3.0,39.0,5.0,25.0,0.0,46.0,48.0,155.0,17.0,12.0,4.0,5.0,2019-05-21
2019-05-22,13.0,8.0,34.0,11.0,17.0,7.0,49.0,52.0,156.0,3.0,11.0,3.0,10.0,2019-05-22
2019-05-23,13.0,6.0,39.0,13.0,19.0,11.0,48.0,56.0,199.0,3.0,16.0,6.0,2.0,2019-05-23
2019-05-24,30.0,14.0,44.0,15.0,33.0,11.0,62.0,57.0,210.0,3.0,24.0,14.0,16.0,2019-05-24
2019-05-25,42.0,23.0,50.0,17.0,34.0,14.0,63.0,48.0,186.0,22.0,2.0,3.0,6.0,2019-05-25
